Contigs/genes number,CA_2to10DPI_align_un.txt,CA_2to10DPI_align_mult.txt,CA_11to28DPI_align_un.txt,CA_11to28DPI_align_mult.txt,CA_root_align_un.txt,CA_root_align_mult.txt
CONTIG73058,0,0,0,0,0,0
CONTIG73059,1,1,0,0,0,0
CONTIG73060,0,0,0,0,0,0
CONTIG73061,0,0,1,1,0,0
CONTIG73062,0,0,0,0,0,0
CONTIG73063,0,0,0,0,0,0
CONTIG73064,0,0,0,0,0,0
CONTIG73065,0,0,0,0,0,0
CONTIG73066,0,0,0,0,0,0
CONTIG73067,0,0,0,0,0,0
CONTIG73068,0,0,0,0,0,0
CONTIG73069,0,0,2,2,3,5
CONTIG73070,0,0,1,1,0,0
CONTIG73071,0,0,0,0,0,0
CONTIG73072,0,0,1,1,0,0
CONTIG73073,1,1,0,0,1,1
CONTIG73074,1,1,0,0,1,1
CONTIG73075,0,0,0,0,0,0
CONTIG73076,0,0,0,0,0,0
CONTIG73077,0,0,1,1,0,0
CONTIG73078,1,1,1,1,0,0
CONTIG73079,0,0,0,0,0,0
CONTIG73080,1,1,0,0,0,0
CONTIG73081,0,0,0,0,0,0
CONTIG73082,1,1,3,3,0,0
CONTIG73083,0,0,0,0,0,0
CONTIG73084,0,0,8,8,2,2
CONTIG73085,0,0,0,0,0,0
CONTIG73086,1,1,0,0,0,0
CONTIG73087,0,0,1,1,2,2
CONTIG73088,0,0,0,0,0,0
CONTIG73089,0,0,0,0,0,0
CONTIG73090,0,0,0,0,0,0
CONTIG73091,0,0,0,0,0,0
CONTIG73092,0,0,0,0,0,0
CONTIG73093,0,0,0,0,0,0
CONTIG73094,0,0,0,0,0,0
CONTIG73095,0,0,0,0,0,0
CONTIG73096,0,0,1,1,0,0
CONTIG73097,0,0,1,1,0,0
CONTIG73098,0,0,0,0,0,0
CONTIG73099,0,0,0,0,0,0
CONTIG73100,0,0,1,1,0,0
CONTIG73101,0,0,0,0,0,0
CONTIG73102,0,0,0,0,0,0
CONTIG73103,2,2,3,3,5,5
CONTIG73104,2,2,14,14,8,8
CONTIG73105,0,0,0,0,0,0
CONTIG73106,0,0,0,0,0,0
CONTIG73107,0,0,0,0,0,0
CONTIG73108,0,0,1,1,0,0
CONTIG73109,1,1,0,0,0,0
CONTIG73110,0,0,1,1,0,0
CONTIG73111,0,0,1,1,1,1
CONTIG73112,9,9,2,2,1,3
CONTIG73113,2,2,0,0,0,0
CONTIG73114,1,1,0,0,2,2
CONTIG73115,0,0,0,0,0,0
CONTIG73116,0,0,1,1,1,1
CONTIG73117,0,0,1,1,0,0
CONTIG73118,0,0,1,1,0,0
CONTIG73119,0,0,2,2,2,2
CONTIG73120,3,3,0,0,0,0
CONTIG73121,1,1,4,4,8,8
CONTIG73122,0,0,0,0,0,0
CONTIG73123,0,0,0,0,0,0
CONTIG73124,1,1,0,0,2,2
CONTIG73125,0,0,1,1,0,0
CONTIG73126,0,0,4,4,0,0
CONTIG73127,0,0,2,2,0,0
CONTIG73128,0,0,158,158,0,0
CONTIG73129,0,0,56,58,0,0
CONTIG73130,0,0,0,0,0,0
CONTIG73131,0,0,16,16,0,0
CONTIG73132,0,0,24,24,0,0
CONTIG73133,0,0,0,0,0,0
CONTIG73134,0,0,4,4,0,0
CONTIG73135,0,0,12,12,0,0
CONTIG73136,1,1,0,0,0,0
CONTIG73137,1,1,0,0,0,0
CONTIG73138,1,1,0,0,0,0
CONTIG73139,0,0,0,0,1,1
CONTIG73140,0,0,0,0,0,0
CONTIG73141,1,1,20,20,0,0
CONTIG73142,1,1,6,6,1,1
CONTIG73143,0,0,5,5,3,3
CONTIG73144,0,0,0,0,0,0
CONTIG73145,1,1,2,2,1,1
CONTIG73146,0,0,0,0,1,1
CONTIG73147,0,0,1,1,0,0
CONTIG73148,0,0,3,3,0,0
CONTIG73149,9,9,10,10,15,15
CONTIG73150,2,2,2,2,0,0
CONTIG73151,0,0,0,0,0,0
CONTIG73152,0,0,1,1,1,1
CONTIG73153,0,0,0,0,1,1
CONTIG73154,0,0,0,0,1,1
CONTIG73155,0,0,1,1,0,0
CONTIG73156,1,1,1,3,3,3
CONTIG73157,0,0,0,0,0,0
CONTIG73158,0,0,0,0,0,0
CONTIG73159,0,0,0,0,0,0
CONTIG73160,0,0,0,0,0,0
CONTIG73161,1,1,0,0,0,0
CONTIG73162,0,0,0,0,0,0
CONTIG73163,13,13,3,3,14,14
CONTIG73164,34,34,16,16,38,40
CONTIG73165,29,29,15,15,52,54
CONTIG73166,0,0,0,0,1,1
CONTIG73167,0,0,0,0,0,0
CONTIG73168,1,1,0,0,2,2
CONTIG73169,1,1,1,1,0,0
CONTIG73170,5,5,5,5,1,1
CONTIG73171,0,0,2,2,1,1
CONTIG73172,1,1,1,1,0,0
CONTIG73173,0,0,0,0,0,0
CONTIG73174,0,0,0,0,0,0
CONTIG73175,1,1,7,15,0,0
CONTIG73176,0,0,1,1,0,0
CONTIG73177,0,0,0,0,0,0
CONTIG73178,0,0,0,0,0,0
CONTIG73179,0,0,0,0,0,0
CONTIG73180,0,0,2,2,0,0
CONTIG73181,0,0,0,0,0,0
CONTIG73182,1,1,2,2,0,0
CONTIG73183,2,2,3,3,1,1
CONTIG73184,0,0,0,0,0,0
CONTIG73185,0,0,0,0,0,0
CONTIG73186,0,0,0,0,0,0
CONTIG73187,2,2,3,3,1,1
CONTIG73188,0,0,0,0,1,1
CONTIG73189,4,4,3,3,2,2
CONTIG73190,0,0,0,0,0,0
CONTIG73191,0,0,0,0,0,0
CONTIG73192,0,0,2,2,0,0
CONTIG73193,0,0,3,3,1,1
CONTIG73194,2,2,4,4,3,3
CONTIG73195,0,0,0,0,0,0
CONTIG73196,0,0,1,1,0,0
CONTIG73197,0,0,0,0,1,1
CONTIG73198,0,0,0,0,0,0
CONTIG73199,0,0,0,0,0,0
CONTIG73200,7,7,1,1,1,1
CONTIG73201,0,0,11,11,2,2
CONTIG73202,0,0,1,1,0,0
CONTIG73203,0,0,0,0,1,1
CONTIG73204,0,0,2,2,0,0
CONTIG73205,0,0,0,0,0,0
CONTIG73206,5,5,2,2,0,0
CONTIG73207,1,1,0,0,0,0
CONTIG73208,1,1,0,0,0,0
CONTIG73209,0,0,0,0,0,0
CONTIG73210,0,0,0,0,0,0
CONTIG73211,0,0,0,0,0,0
CONTIG73212,1,1,0,0,0,0
CONTIG73213,0,0,0,0,0,0
CONTIG73214,1,1,0,0,0,0
CONTIG73215,2,2,2,2,3,3
CONTIG73216,0,0,2,2,1,1
CONTIG73217,0,0,1,1,0,0
CONTIG73218,0,0,1,1,0,0
CONTIG73219,0,0,1,1,0,0
CONTIG73220,6,6,12,12,18,18
CONTIG73221,0,0,0,0,0,0
CONTIG73222,10,10,13,13,36,38
CONTIG73223,0,0,2,2,1,1
CONTIG73224,0,0,0,0,0,0
CONTIG73225,2,2,1,1,0,0
CONTIG73226,0,0,0,0,1,1
CONTIG73227,0,0,0,0,0,0
CONTIG73228,0,0,0,0,0,0
CONTIG73229,0,0,1,1,0,0
CONTIG73230,0,0,0,0,1,1
CONTIG73231,0,0,0,0,1,1
CONTIG73232,0,0,1,1,0,0
CONTIG73233,2,2,5,5,3,3
CONTIG73234,1,1,1,1,0,0
CONTIG73235,0,0,0,0,0,0
CONTIG73236,0,0,0,0,0,0
CONTIG73237,0,0,0,0,0,0
CONTIG73238,1,1,3,3,0,0
CONTIG73239,12,12,38,40,9,9
CONTIG73240,2,2,3,3,0,0
CONTIG73241,14,14,14,14,21,21
CONTIG73242,0,0,6,6,2,2
CONTIG73243,1,1,1,1,0,0
CONTIG73244,0,0,0,0,0,0
CONTIG73245,1,1,0,0,0,0
CONTIG73246,0,0,0,0,0,0
CONTIG73247,0,0,2,2,0,0
CONTIG73248,9,9,8,8,1,1
CONTIG73249,0,0,0,0,0,0
CONTIG73250,1,1,0,0,0,0
CONTIG73251,0,0,0,0,0,0
CONTIG73252,0,0,2,2,0,0
CONTIG73253,7,7,0,0,0,0
CONTIG73254,0,0,0,0,0,0
CONTIG73255,3,3,3,5,2,2
CONTIG73256,0,0,0,0,1,1
CONTIG73257,0,0,0,0,1,1
CONTIG73258,0,0,0,0,0,0
CONTIG73259,0,0,0,0,0,0
CONTIG73260,0,0,0,0,0,0
CONTIG73261,0,0,1,1,0,0
CONTIG73262,0,0,1,1,0,0
CONTIG73263,0,0,1,1,0,0
CONTIG73264,0,0,1,1,0,0
CONTIG73265,2,2,2,2,1,1
CONTIG73266,2,2,2,2,1,1
CONTIG73267,4,4,5,5,5,5
CONTIG73268,1,1,1,1,0,0
CONTIG73269,0,0,0,0,0,0
CONTIG73270,0,0,2,2,0,0
CONTIG73271,1,1,1,1,2,2
CONTIG73272,0,0,0,0,0,0
CONTIG73273,0,0,0,0,0,0
CONTIG73274,1,1,5,5,3,3
CONTIG73275,0,0,2,2,0,0
CONTIG73276,0,0,0,0,0,0
CONTIG73277,0,0,2,2,1,1
CONTIG73278,0,0,0,0,0,0
CONTIG73279,0,0,0,0,1,1
CONTIG73280,0,0,0,0,1,1
CONTIG73281,0,0,0,0,1,1
CONTIG73282,0,0,0,0,0,0
CONTIG73283,0,0,2,2,0,0
CONTIG73284,0,0,4,6,0,0
CONTIG73285,0,0,1,1,0,0
CONTIG73286,0,0,1,1,0,0
CONTIG73287,1,1,1,1,0,0
CONTIG73288,0,0,0,0,1,1
CONTIG73289,2,2,0,0,1,1
CONTIG73290,0,0,0,0,0,0
CONTIG73291,0,0,0,0,0,0
CONTIG73292,0,0,0,0,0,0
CONTIG73293,0,0,0,0,0,0
CONTIG73294,0,0,0,0,0,0
CONTIG73295,0,0,1,1,0,0
CONTIG73296,0,0,1,1,0,0
CONTIG73297,0,0,11,11,0,0
CONTIG73298,0,0,1,1,0,0
CONTIG73299,2,2,9,9,10,10
CONTIG73300,0,0,0,0,0,0
CONTIG73301,0,0,0,0,0,0
CONTIG73302,0,0,0,0,0,0
CONTIG73303,0,0,0,0,0,0
CONTIG73304,0,0,0,0,0,0
CONTIG73305,0,0,1,1,0,0
CONTIG73306,8,8,7,7,1,1
CONTIG73307,9,9,19,19,4,4
CONTIG73308,0,0,0,0,0,0
CONTIG73309,0,0,1,1,0,0
CONTIG73310,0,0,1,1,0,0
CONTIG73311,0,0,0,0,0,0
CONTIG73312,0,0,0,0,1,1
CONTIG73313,0,0,0,0,0,0
CONTIG73314,0,0,1,1,1,1
CONTIG73315,0,0,0,0,1,1
CONTIG73316,0,0,0,0,0,0
CONTIG73317,0,0,0,0,0,0
CONTIG73318,0,0,0,0,0,0
CONTIG73319,0,0,0,0,0,0
CONTIG73320,1,1,0,0,0,0
CONTIG73321,4,4,0,0,2,2
CONTIG73322,0,0,3,3,3,3
CONTIG73323,0,0,2,2,0,0
CONTIG73324,0,0,5,5,1,1
CONTIG73325,0,0,1,1,3,3
CONTIG73326,0,0,3,3,0,0
CONTIG73327,1,1,2,2,0,0
CONTIG73328,0,0,1,1,0,0
CONTIG73329,1,1,0,0,0,0
CONTIG73330,0,0,1,1,0,0
CONTIG73331,0,0,3,3,0,0
CONTIG73332,2,2,0,0,0,0
CONTIG73333,0,0,0,0,0,0
CONTIG73334,0,0,0,0,2,2
CONTIG73335,0,0,0,0,0,0
CONTIG73336,0,0,0,0,0,0
CONTIG73337,0,0,0,0,0,0
CONTIG73338,2,2,2,2,1,1
CONTIG73339,1,1,0,0,0,0
CONTIG73340,0,0,0,0,0,0
CONTIG73341,0,0,0,0,0,0
CONTIG73342,0,0,0,0,0,0
CONTIG73343,6,8,9,9,2,2
CONTIG73344,0,0,1,1,1,1
CONTIG73345,3,3,2,2,4,4
CONTIG73346,0,0,0,0,0,0
CONTIG73347,0,0,0,0,0,0
CONTIG73348,0,0,0,0,0,0
CONTIG73349,1,1,1,1,1,1
CONTIG73350,0,0,0,0,0,0
CONTIG73351,1,1,0,0,0,0
CONTIG73352,0,0,0,0,0,0
CONTIG73353,0,0,0,0,0,0
CONTIG73354,0,0,0,0,0,0
CONTIG73355,1,3,0,0,0,0
CONTIG73356,0,0,0,0,0,0
CONTIG73357,0,0,2,2,0,0
CONTIG73358,0,0,1,1,0,0
CONTIG73359,2,2,0,0,0,0
CONTIG73360,0,0,0,0,0,0
CONTIG73361,0,0,0,0,0,0
CONTIG73362,2,2,1,1,1,1
CONTIG73363,0,0,0,0,0,0
CONTIG73364,0,0,0,0,0,0
CONTIG73365,1,1,1,1,1,1
CONTIG73366,5,5,1,1,0,0
CONTIG73367,3,3,2,2,0,0
CONTIG73368,1,1,4,4,0,0
CONTIG73369,0,0,0,0,1,1
CONTIG73370,0,0,33,35,0,0
CONTIG73371,0,0,1,1,0,0
CONTIG73372,0,0,9,9,2,2
CONTIG73373,0,0,9,9,1,1
CONTIG73374,1,1,0,0,0,0
CONTIG73375,0,0,0,0,0,0
CONTIG73376,0,0,0,0,1,1
CONTIG73377,0,0,0,0,0,0
CONTIG73378,0,0,0,0,0,0
CONTIG73379,0,0,5,5,0,0
CONTIG73380,0,0,0,0,0,0
CONTIG73381,1,1,0,0,0,0
CONTIG73382,0,0,0,0,0,0
CONTIG73383,0,0,0,0,0,0
CONTIG73384,0,0,0,0,0,0
CONTIG73385,1,1,0,0,2,2
CONTIG73386,0,0,0,0,0,0
CONTIG73387,0,0,0,0,0,0
CONTIG73388,0,0,0,0,0,0
CONTIG73389,0,0,0,0,0,0
CONTIG73390,0,0,0,0,0,0
CONTIG73391,0,0,0,0,0,0
CONTIG73392,0,0,1,1,0,0
CONTIG73393,2,2,8,8,0,0
CONTIG73394,0,0,0,0,0,0
CONTIG73395,0,0,0,0,0,0
CONTIG73396,0,0,0,0,0,0
CONTIG73397,0,0,2,2,0,0
CONTIG73398,1,1,0,0,0,0
CONTIG73399,5,5,6,6,0,0
CONTIG73400,1,1,7,7,3,3
CONTIG73401,0,0,0,0,13,13
CONTIG73402,0,0,0,0,0,0
CONTIG73403,0,0,0,0,1,1
CONTIG73404,0,0,0,0,4,4
CONTIG73405,0,0,0,0,0,0
CONTIG73406,0,0,0,0,0,0
CONTIG73407,1,1,3,3,2,2
CONTIG73408,0,0,0,0,2,2
CONTIG73409,7,7,5,5,7,7
CONTIG73410,2,2,0,0,0,0
CONTIG73411,1,1,0,0,2,2
CONTIG73412,1,1,0,0,0,0
CONTIG73413,0,0,1,1,1,1
CONTIG73414,0,0,0,0,1,1
CONTIG73415,1,1,0,0,0,0
CONTIG73416,1,1,1,1,0,0
CONTIG73417,0,0,0,0,0,0
CONTIG73418,0,0,0,0,1,1
CONTIG73419,0,0,0,0,0,0
CONTIG73420,0,0,0,0,1,1
CONTIG73421,0,0,0,0,0,0
CONTIG73422,0,0,0,0,0,0
CONTIG73423,0,0,1,1,0,0
CONTIG73424,0,0,0,0,0,0
CONTIG73425,0,0,0,0,0,0
CONTIG73426,0,0,0,0,0,0
CONTIG73427,0,0,0,0,1,1
CONTIG73428,0,0,0,0,0,0
CONTIG73429,0,0,0,0,1,1
CONTIG73430,0,0,0,0,0,0
CONTIG73431,1,1,0,0,0,0
CONTIG73432,1,1,0,0,0,0
CONTIG73433,0,0,0,0,0,0
CONTIG73434,0,0,0,0,0,0
CONTIG73435,0,0,0,0,0,0
CONTIG73436,0,0,0,0,0,0
CONTIG73437,0,0,0,0,0,0
CONTIG73438,0,0,0,0,0,0
CONTIG73439,0,0,0,0,0,0
CONTIG73440,0,0,0,0,0,0
CONTIG73441,0,0,0,0,0,0
CONTIG73442,0,0,0,0,0,0
CONTIG73443,0,0,0,0,1,1
CONTIG73444,0,0,1,1,0,0
CONTIG73445,3,3,7,7,2,2
CONTIG73446,0,0,2,2,0,0
CONTIG73447,1,1,2,2,0,0
CONTIG73448,3,3,2,2,1,1
CONTIG73449,0,0,0,0,0,0
CONTIG73450,0,0,0,0,0,0
CONTIG73451,0,0,0,0,0,0
CONTIG73452,0,0,0,0,0,0
CONTIG73453,1,1,13,13,13,15
CONTIG73454,2,2,1,1,0,0
CONTIG73455,7,7,14,14,4,4
CONTIG73456,0,0,0,0,0,0
CONTIG73457,0,0,4,4,1,1
CONTIG73458,0,0,0,0,1,1
CONTIG73459,3,3,0,0,0,0
CONTIG73460,0,0,1,1,0,0
CONTIG73461,2,2,0,0,0,0
CONTIG73462,0,0,0,0,0,0
CONTIG73463,0,0,0,0,0,0
CONTIG73464,0,0,0,0,0,0
CONTIG73465,2,2,1,1,3,3
CONTIG73466,2,2,3,3,7,7
CONTIG73467,0,0,0,0,0,0
CONTIG73468,3,3,0,0,3,3
CONTIG73469,0,0,1,1,0,0
CONTIG73470,0,0,0,0,0,0
CONTIG73471,0,0,0,0,2,2
CONTIG73472,0,0,0,0,0,0
CONTIG73473,0,0,0,0,0,0
CONTIG73474,0,0,0,0,0,0
CONTIG73475,0,0,0,0,0,0
CONTIG73476,0,0,0,0,0,0
CONTIG73477,0,0,1,1,5,5
CONTIG73478,0,0,0,0,0,0
CONTIG73479,1,1,0,0,0,0
CONTIG73480,0,0,1,1,5,5
CONTIG73481,0,0,0,0,0,0
CONTIG73482,0,0,0,0,0,0
CONTIG73483,0,0,0,0,0,0
CONTIG73484,0,0,0,0,0,0
CONTIG73485,0,0,1,1,0,0
CONTIG73486,0,0,0,0,1,1
CONTIG73487,0,0,0,0,0,0
CONTIG73488,0,0,1,1,0,0
CONTIG73489,0,0,0,0,0,0
CONTIG73490,0,0,1,1,0,0
CONTIG73491,0,0,1,1,0,0
CONTIG73492,0,0,1,1,0,0
CONTIG73493,0,0,3,3,0,0
CONTIG73494,1,1,0,0,0,0
CONTIG73495,1,1,0,0,0,0
CONTIG73496,0,0,0,0,0,0
CONTIG73497,0,0,0,0,0,0
CONTIG73498,1,1,0,0,0,0
CONTIG73499,0,0,0,0,0,0
CONTIG73500,0,0,0,0,4,4
CONTIG73501,0,0,0,0,0,0
CONTIG73502,0,0,1,1,0,0
CONTIG73503,0,0,3,3,1,1
CONTIG73504,7,7,4,4,7,7
CONTIG73505,4,4,7,7,11,11
CONTIG73506,3,3,0,0,0,0
CONTIG73507,0,0,0,0,0,0
CONTIG73508,0,0,0,0,0,0
CONTIG73509,0,0,1,1,0,0
CONTIG73510,0,0,1,1,0,0
CONTIG73511,0,0,0,0,2,2
CONTIG73512,0,0,0,0,0,0
CONTIG73513,0,0,0,0,0,0
CONTIG73514,0,0,0,0,0,0
CONTIG73515,0,0,0,0,0,0
CONTIG73516,1,1,3,3,0,0
CONTIG73517,0,0,0,0,0,0
CONTIG73518,0,0,0,0,0,0
CONTIG73519,1,1,0,0,0,0
CONTIG73520,1,1,1,1,0,0
CONTIG73521,0,0,0,0,0,0
CONTIG73522,0,0,0,0,0,0
CONTIG73523,0,0,0,0,0,0
CONTIG73524,0,0,0,0,0,0
CONTIG73525,0,0,0,0,0,0
CONTIG73526,1,1,0,0,1,1
CONTIG73527,1,1,0,0,0,0
CONTIG73528,0,0,0,0,4,4
CONTIG73529,0,0,5,5,0,0
CONTIG73530,0,0,1,1,0,0
CONTIG73531,0,0,1,1,0,0
CONTIG73532,0,0,0,0,1,1
CONTIG73533,2,2,4,4,0,0
CONTIG73534,62,62,121,129,38,38
CONTIG73535,1,1,6,8,0,0
CONTIG73536,0,0,0,0,0,0
CONTIG73537,0,0,1,1,0,0
CONTIG73538,0,0,1,1,0,0
CONTIG73539,0,0,0,0,1,1
CONTIG73540,0,0,0,0,0,0
CONTIG73541,3,3,1,1,0,0
CONTIG73542,0,0,1,1,0,0
CONTIG73543,0,0,0,0,0,0
CONTIG73544,0,0,0,0,0,0
CONTIG73545,0,0,0,0,0,0
CONTIG73546,0,0,0,0,2,2
CONTIG73547,1,1,0,0,0,0
CONTIG73548,1,1,0,0,0,0
CONTIG73549,0,0,0,0,0,0
CONTIG73550,0,0,0,0,0,0
CONTIG73551,0,0,0,0,0,0
CONTIG73552,0,0,0,0,0,0
CONTIG73553,0,0,0,0,0,0
CONTIG73554,0,0,0,0,1,1
CONTIG73555,0,0,3,3,0,0
CONTIG73556,0,0,0,0,0,0
CONTIG73557,0,0,2,2,0,0
CONTIG73558,0,0,4,4,0,0
CONTIG73559,0,0,0,0,0,0
CONTIG73560,0,0,0,0,1,1
CONTIG73561,0,0,4,4,0,0
CONTIG73562,0,0,1,1,0,0
CONTIG73563,0,0,0,0,0,0
CONTIG73564,0,0,0,0,1,1
CONTIG73565,1,1,0,0,0,0
CONTIG73566,0,0,0,0,0,0
CONTIG73567,28,28,54,56,32,32
CONTIG73568,0,0,0,0,0,0
CONTIG73569,1,1,7,7,4,4
CONTIG73570,1,1,6,6,1,1
CONTIG73571,4,4,3,3,3,3
CONTIG73572,0,0,1,1,0,0
CONTIG73573,4,4,11,11,2,2
CONTIG73574,1,1,1,1,0,0
CONTIG73575,0,0,0,0,0,0
CONTIG73576,0,0,0,0,0,0
CONTIG73577,0,0,0,0,1,1
CONTIG73578,7,7,7,7,1,1
CONTIG73579,0,0,1,1,0,0
CONTIG73580,0,0,1,1,1,1
CONTIG73581,0,0,1,1,0,0
CONTIG73582,0,0,0,0,0,0
CONTIG73583,1,1,0,0,0,0
CONTIG73584,0,0,0,0,0,0
CONTIG73585,0,0,1,1,0,0
CONTIG73586,0,0,1,1,0,0
CONTIG73587,2,2,0,0,1,1
CONTIG73588,0,0,0,0,1,1
CONTIG73589,0,0,0,0,0,0
CONTIG73590,1,1,0,0,0,0
CONTIG73591,0,0,0,0,0,0
CONTIG73592,0,0,0,0,0,0
CONTIG73593,0,0,0,0,0,0
CONTIG73594,0,0,1,1,2,2
CONTIG73595,0,0,0,0,0,0
CONTIG73596,2,2,0,0,3,3
CONTIG73597,0,0,0,0,0,0
CONTIG73598,1,1,0,0,0,0
CONTIG73599,1,1,0,0,0,0
CONTIG73600,0,0,0,0,0,0
CONTIG73601,0,0,0,0,0,0
CONTIG73602,0,0,0,0,1,1
CONTIG73603,0,0,1,1,0,0
CONTIG73604,0,0,1,1,0,0
CONTIG73605,0,0,0,0,0,0
CONTIG73606,1,1,0,0,0,0
CONTIG73607,0,0,0,0,0,0
CONTIG73608,5,5,26,26,0,0
CONTIG73609,0,0,0,0,0,0
CONTIG73610,1,1,0,0,0,0
CONTIG73611,0,0,2,2,0,0
CONTIG73612,0,0,1,1,0,0
CONTIG73613,0,0,0,0,0,0
CONTIG73614,0,0,2,2,1,1
CONTIG73615,0,0,0,0,0,0
CONTIG73616,0,0,2,2,0,0
CONTIG73617,0,0,0,0,0,0
CONTIG73618,0,0,2,2,0,0
CONTIG73619,5,5,6,6,2,2
CONTIG73620,0,0,0,0,1,1
CONTIG73621,1,1,1,1,0,0
CONTIG73622,0,0,0,0,1,1
CONTIG73623,1,1,0,0,0,0
CONTIG73624,1,1,4,4,0,0
CONTIG73625,6,6,12,12,6,6
CONTIG73626,33,33,34,36,17,17
CONTIG73627,1,1,0,0,0,0
CONTIG73628,0,0,0,0,0,0
CONTIG73629,0,0,0,0,0,0
CONTIG73630,36,38,35,35,70,70
CONTIG73631,0,0,4,4,4,4
CONTIG73632,0,0,0,0,0,0
CONTIG73633,1,1,3,3,3,3
CONTIG73634,0,0,0,0,0,0
CONTIG73635,0,0,1,1,0,0
CONTIG73636,0,0,6,6,2,2
CONTIG73637,0,0,2,2,0,0
CONTIG73638,1,1,10,10,2,2
CONTIG73639,0,0,0,0,0,0
CONTIG73640,2,2,8,8,1,1
CONTIG73641,0,0,0,0,0,0
CONTIG73642,9,9,11,11,4,4
CONTIG73643,0,0,1,1,1,1
CONTIG73644,0,0,0,0,1,1
CONTIG73645,0,0,0,0,0,0
CONTIG73646,17,17,1,1,6,6
CONTIG73647,0,0,0,0,1,1
CONTIG73648,2,2,0,0,0,0
CONTIG73649,8,8,1,3,3,5
CONTIG73650,1,1,0,0,1,1
CONTIG73651,1,1,4,4,2,2
CONTIG73652,36,36,31,31,30,30
CONTIG73653,0,0,0,0,0,0
CONTIG73654,0,0,0,0,2,2
CONTIG73655,2,2,7,7,2,2
CONTIG73656,1,1,0,0,0,0
CONTIG73657,0,0,0,0,0,0
CONTIG73658,0,0,0,0,0,0
CONTIG73659,0,0,0,0,0,0
CONTIG73660,0,0,0,0,0,0
CONTIG73661,0,0,0,0,0,0
CONTIG73662,0,0,0,0,0,0
CONTIG73663,0,0,0,0,0,0
CONTIG73664,0,0,1,1,0,0
CONTIG73665,1,1,0,0,0,0
CONTIG73666,0,0,0,0,1,1
CONTIG73667,0,0,1,1,0,0
CONTIG73668,0,0,2,2,0,0
CONTIG73669,0,0,0,0,0,0
CONTIG73670,0,0,1,1,1,1
CONTIG73671,3,3,8,8,7,7
CONTIG73672,0,0,0,0,1,1
CONTIG73673,0,0,0,0,0,0
CONTIG73674,1,1,0,0,0,0
CONTIG73675,0,0,0,0,1,1
CONTIG73676,0,0,4,4,0,0
CONTIG73677,0,0,0,0,1,1
CONTIG73678,2,2,1,1,0,0
CONTIG73679,0,0,1,1,0,0
CONTIG73680,2,2,6,6,0,0
CONTIG73681,1,1,0,0,0,0
CONTIG73682,0,0,0,0,1,1
CONTIG73683,0,0,0,0,0,0
CONTIG73684,0,0,0,0,0,0
CONTIG73685,0,0,0,0,1,1
CONTIG73686,1,1,2,2,0,0
CONTIG73687,0,0,0,0,1,1
CONTIG73688,0,0,0,0,0,0
CONTIG73689,0,0,1,1,0,0
CONTIG73690,0,0,1,1,0,0
CONTIG73691,0,0,1,1,0,0
CONTIG73692,1,1,1,1,0,0
CONTIG73693,0,0,0,0,0,0
CONTIG73694,0,0,0,0,0,0
CONTIG73695,3,3,3,3,2,2
CONTIG73696,0,0,0,0,0,0
CONTIG73697,2,2,1,1,0,0
CONTIG73698,8,8,4,4,3,3
CONTIG73699,1,1,2,2,2,2
CONTIG73700,0,0,6,6,1,1
CONTIG73701,0,0,0,0,0,0
CONTIG73702,0,0,1,1,0,0
CONTIG73703,0,0,0,0,0,0
CONTIG73704,0,0,0,0,0,0
CONTIG73705,0,0,0,0,0,0
CONTIG73706,0,0,0,0,0,0
CONTIG73707,0,0,0,0,0,0
CONTIG73708,0,0,0,0,0,0
CONTIG73709,0,0,0,0,0,0
CONTIG73710,0,0,0,0,0,0
CONTIG73711,0,0,0,0,0,0
CONTIG73712,0,0,0,0,0,0
CONTIG73713,0,0,0,0,0,0
CONTIG73714,0,0,0,0,0,0
CONTIG73715,2,2,1,1,0,0
CONTIG73716,0,0,0,0,0,0
CONTIG73717,0,0,0,0,0,0
CONTIG73718,0,0,0,0,0,0
CONTIG73719,0,0,0,0,0,0
CONTIG73720,0,0,0,0,0,0
CONTIG73721,8,8,11,11,2,2
CONTIG73722,4,4,1,1,3,3
CONTIG73723,0,0,0,0,0,0
CONTIG73724,1,1,0,0,0,0
CONTIG73725,0,0,0,0,1,1
CONTIG73726,0,0,0,0,1,1
CONTIG73727,0,0,0,0,1,1
CONTIG73728,0,0,3,3,0,0
CONTIG73729,1,1,14,14,1,1
CONTIG73730,0,0,0,0,1,1
CONTIG73731,0,0,1,1,2,2
CONTIG73732,1,1,1,1,0,0
CONTIG73733,1,1,0,0,0,0
CONTIG73734,12,12,0,0,1,1
CONTIG73735,0,0,0,0,0,0
CONTIG73736,0,0,0,0,0,0
CONTIG73737,0,0,1,1,0,0
CONTIG73738,0,0,1,1,0,0
CONTIG73739,0,0,2,2,0,0
CONTIG73740,0,0,0,0,0,0
CONTIG73741,4,4,0,0,0,0
CONTIG73742,0,0,1,1,0,0
CONTIG73743,0,0,2,2,0,0
CONTIG73744,1,1,2,2,0,0
CONTIG73745,1,1,1,1,0,0
CONTIG73746,0,0,0,0,0,0
CONTIG73747,0,0,0,0,2,2
CONTIG73748,0,0,4,6,2,2
CONTIG73749,2,2,0,0,0,0
CONTIG73750,2,2,5,5,0,0
CONTIG73751,6,6,4,4,3,3
