,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene:MTR_1g009890,"616,5383357798","1,257713428","0,2306388967","5,4531713696","4,95E-08","1,97E-07"
gene:MTR_1g009900,"929,8189997049","2,1978052419","0,3053752095","7,1970650318","6,15E-13","3,74E-12"
gene:MTR_1g009960,"1595,0260833467","-1,2383483806","0,1852223914","-6,6857379987","2,30E-11","1,23E-10"
gene:MTR_1g010010,"388,3161029287","-0,8268226013","0,2313234613","-3,5743136329","0,0003511478","0,0008837894"
gene:MTR_1g010020,"243,5734800052","-0,9221306757","0,2410509893","-3,8254589961","0,0001305287","0,0003494432"
gene:MTR_1g010070,"590,1980979097","0,8784640898","0,1955397887","4,4925081261","7,04E-06","2,22E-05"
gene:MTR_1g010080,"139,8287045659","1,1664969803","0,268274447","4,348147925","1,37E-05","4,18E-05"
gene:MTR_1g010090,"888,9533362119","2,034903386","0,2869520884","7,0914395411","1,33E-12","7,85E-12"
gene:MTR_1g010100,"467,0034487051","1,4581599216","0,2721815408","5,3573064401","8,45E-08","3,29E-07"
gene:MTR_1g010120,"2547,1293818811","1,5362205542","0,2438549084","6,2997319362","2,98E-10","1,45E-09"
gene:MTR_1g010210,"5814,0853080615","-2,8124047354","0,2646785659","-10,6257366415","2,26E-26","3,21E-25"
gene:MTR_1g010220,"620,3765386377","7,0689661549","0,3749105059","18,8550761947","2,67E-79","1,84E-77"
gene:MTR_1g010230,"96,4742536622","-5,2578993773","0,6050500749","-8,6900235134","3,62E-18","3,13E-17"
gene:MTR_1g010240,"561,1371320296","-5,6738911529","0,3918491196","-14,4797853803","1,63E-47","5,42E-46"
gene:MTR_1g010250,"242,7270692442","-1,2057024346","0,204661947","-5,8911900921","3,83E-09","1,69E-08"
gene:MTR_1g010300,"2459,8189602956","1,2955441685","0,2419818487","5,3538898709","8,61E-08","3,35E-07"
gene:MTR_1g010310,"4680,5257530721","12,6224624468","0,647145719","19,5048226007","9,99E-85","7,48E-83"
gene:MTR_1g011245,"14,9984509184","7,8794315892","1,4264802807","5,523687706","3,32E-08","1,34E-07"
gene:MTR_1g011380,"2197,1892328758","0,6262158405","0,1786829411","3,5046201758","0,0004572591","0,0011322693"
gene:MTR_1g011430,"9,4545717855","7,2041933528","1,4195238075","5,0750775118","3,87E-07","1,41E-06"
gene:MTR_1g011460,"1339,178818376","-0,4794743068","0,1655728608","-2,8958508317","0,003781321","0,0080696217"
gene:MTR_1g011470,"294,1749560404","1,2927520344","0,198835579","6,5016132474","7,95E-11","4,06E-10"
gene:MTR_1g011510,"183,8519281077","3,0516095793","0,3233012795","9,4389035008","3,77E-21","3,90E-20"
gene:MTR_1g011540,"5184,34462159","11,3267374346","0,5915172562","19,1486170806","9,94E-82","7,11E-80"
gene:MTR_1g011580,"681,2220499572","-1,7609318672","0,2926409325","-6,0173805909","1,77E-09","8,03E-09"
gene:MTR_1g011640,"1353,6945706204","-2,0038321672","0,2481769387","-8,0742077732","6,79E-16","5,06E-15"
gene:MTR_1g011680,"6,6403776959","4,7653967291","1,4932114192","3,1913744216","0,0014159765","0,0032538019"
gene:MTR_1g011690,"212,1633755302","-0,9404096684","0,2397435216","-3,922565508","8,76E-05","0,0002396337"
gene:MTR_1g011700,"68,7164325047","-1,6900326522","0,3508295746","-4,8172468195","1,46E-06","4,98E-06"
gene:MTR_1g011710,"35,8978978268","1,8861826458","0,4275779746","4,411318538","1,03E-05","3,18E-05"
