Geneid,nodule_al_uniq,root_al_uniq,nodule_almult,root_almult
gene:PHAVU_007G273900g,153,30,153,30
gene:PHAVU_007G274000g,134,84,135,87
gene:PHAVU_007G274100g,10,1,11,2
gene:PHAVU_007G274200g,1778,2015,1804,2042
gene:PHAVU_007G274300g,1192,1606,1212,1646
gene:PHAVU_007G274400g,252,472,252,473
gene:PHAVU_007G274500g,588,764,595,768
gene:PHAVU_007G274600g,1079,1595,1152,1699
gene:PHAVU_007G274700g,7236,5508,7266,5525
gene:PHAVU_007G274800g,7,41,7,41
gene:PHAVU_007G274900g,1,5,1,6
gene:PHAVU_007G275000g,2397,1480,2414,1486
gene:PHAVU_007G275100g,169,148,195,166
gene:PHAVU_007G275200g,334,347,334,350
gene:PHAVU_007G275300g,517,191,545,200
gene:PHAVU_007G275400g,225,587,226,591
gene:PHAVU_007G275500g,39,53,41,53
gene:PHAVU_007G275600g,3,4,38,39
gene:PHAVU_007G275700g,1,7,39,487
gene:PHAVU_007G275800g,2,13,9,142
gene:PHAVU_007G275900g,0,1,11,122
gene:PHAVU_007G276000g,20,135,47,214
gene:PHAVU_007G276100g,102,1188,132,1505
gene:PHAVU_007G276200g,12,34,52,513
gene:PHAVU_007G276300g,0,10,2,62
gene:PHAVU_007G276400g,5,8,46,65
gene:PHAVU_007G276500g,1,14,16,83
gene:PHAVU_007G276600g,0,0,1,6
gene:PHAVU_007G276700g,12,197,54,790
gene:PHAVU_007G276800g,3240,4208,3337,4301
gene:PHAVU_007G276900g,0,5,0,5
gene:PHAVU_007G277000g,0,3,33,407
gene:PHAVU_007G277100g,0,35,10,214
gene:PHAVU_007G277200g,266,211,273,215
gene:PHAVU_007G277300g,0,0,0,0
gene:PHAVU_007G277400g,397,276,399,282
gene:PHAVU_007G277500g,14,142,15,149
gene:PHAVU_007G277600g,1,10,1,14
gene:PHAVU_007G277700g,255,126,468,261
gene:PHAVU_007G277800g,858,695,909,724
gene:PHAVU_007G277900g,396,205,475,241
gene:PHAVU_007G278000g,6,7,6,7
gene:PHAVU_007G278100g,3,0,3,0
gene:PHAVU_007G278200g,4,4,5,4
gene:PHAVU_007G278300g,33,30,42,36
gene:PHAVU_007G278400g,128,60,352,277
gene:PHAVU_007G278500g,16,24,16,24
gene:PHAVU_007G278600g,48,251,51,262
gene:PHAVU_007G278700g,377,366,379,367
gene:PHAVU_007G278800g,37,450,37,450
gene:PHAVU_007G278900g,95,476,98,485
gene:PHAVU_007G279000g,12,9,12,9
gene:PHAVU_007G279100g,563,732,565,732
gene:PHAVU_007G279200g,1,5,1,5
gene:PHAVU_007G279300g,454,231,454,233
gene:PHAVU_007G279400g,586,431,590,432
gene:PHAVU_007G279500g,31,105,32,106
gene:PHAVU_007G279600g,6780,2645,7387,2889
gene:PHAVU_007G279700g,217,187,236,193
gene:PHAVU_007G279800g,260,212,868,462
gene:PHAVU_007G279900g,603,696,612,706
gene:PHAVU_007G280000g,810,179,1169,264
gene:PHAVU_007G280100g,6,4,12,8
gene:PHAVU_007G280200g,455,962,460,989
gene:PHAVU_007G280300g,767,1856,770,1878
gene:PHAVU_007G280400g,528,843,528,845
gene:PHAVU_007G280500g,319,3358,321,3358
gene:PHAVU_007G280600g,221,1253,221,1255
gene:PHAVU_007G280700g,343,248,344,249
gene:PHAVU_007G280800g,272,2445,274,2447
gene:PHAVU_007G280900g,181,135,181,137
gene:PHAVU_007G281000g,50,44,50,44
gene:PHAVU_007G281100g,885,1221,897,1227
gene:PHAVU_007G281200g,1846,9751,2059,11069
gene:PHAVU_008G000100g,665,516,1297,978
gene:PHAVU_008G000200g,63,135,68,135
gene:PHAVU_008G000300g,261,99,261,101
gene:PHAVU_008G000400g,3736,726,3746,731
gene:PHAVU_008G000500g,7929,1201,7937,1202
gene:PHAVU_008G000600g,283,251,283,252
gene:PHAVU_008G000700g,1094,907,1101,910
gene:PHAVU_008G000800g,3157,4303,3195,4340
gene:PHAVU_008G000900g,752,742,754,743
gene:PHAVU_008G001000g,1525,5306,2150,7748
gene:PHAVU_008G001100g,8,113,8,114
gene:PHAVU_008G001200g,10,93,9,93
gene:PHAVU_008G001300g,15,11,67,49
gene:PHAVU_008G001400g,518,308,529,317
gene:PHAVU_008G001500g,165,1621,168,1625
gene:PHAVU_008G001600g,984,122,990,122
gene:PHAVU_008G001700g,1076,1045,1085,1079
gene:PHAVU_008G001800g,623,675,624,678
gene:PHAVU_008G001900g,696,1123,696,1127
gene:PHAVU_008G002000g,478,735,532,758
gene:PHAVU_008G002100g,0,0,2,0
gene:PHAVU_008G002200g,10,33,10,33
gene:PHAVU_008G002300g,2129,1761,2497,2035
gene:PHAVU_008G002400g,778,512,811,541
gene:PHAVU_008G002500g,3222,2801,3300,2858
gene:PHAVU_008G002600g,443,366,449,369
gene:PHAVU_008G002700g,98,22,98,22
gene:PHAVU_008G002800g,132,177,135,180
gene:PHAVU_008G002900g,1197,830,1209,839
gene:PHAVU_008G003000g,746,449,841,488
gene:PHAVU_008G003100g,2711,7100,3015,7810
gene:PHAVU_008G003200g,30086,314687,172988,1825887
gene:PHAVU_008G003300g,534,272,535,273
gene:PHAVU_008G003400g,0,5,0,5
gene:PHAVU_008G003500g,5,1,5,1
gene:PHAVU_008G003600g,4835,6799,4872,6862
gene:PHAVU_008G003700g,0,0,0,0
gene:PHAVU_008G003800g,0,0,0,0
gene:PHAVU_008G003900g,1260,1233,1286,1251
gene:PHAVU_008G004000g,567,1146,573,1159
gene:PHAVU_008G004100g,451,509,627,1880
gene:PHAVU_008G004200g,1190,957,1193,964
gene:PHAVU_008G004300g,27574,12289,27846,12407
gene:PHAVU_008G004400g,117,214,122,221
gene:PHAVU_008G004500g,1703,2181,1716,2200
gene:PHAVU_008G004600g,27,81,27,83
gene:PHAVU_008G0047001g,140,261,142,263
gene:PHAVU_008G0047000g,346,597,348,599
gene:PHAVU_008G004800g,201,154,202,155
gene:PHAVU_008G004900g,611,565,617,570
gene:PHAVU_008G005000g,704,429,735,449
gene:PHAVU_008G005100g,229,141,229,142
gene:PHAVU_008G005200g,89,46,97,52
gene:PHAVU_008G005300g,0,1,0,1
gene:PHAVU_008G005400g,526,569,528,573
gene:PHAVU_008G005500g,10220,3728,10304,3757
gene:PHAVU_008G005600g,1844,75,1860,76
gene:PHAVU_008G005700g,0,0,1,1
gene:PHAVU_008G005800g,192,243,192,243
gene:PHAVU_008G005900g,10,27,22,56
gene:PHAVU_008G006000g,106,98,107,106
gene:PHAVU_008G006100g,115,45,115,45
gene:PHAVU_008G006200g,490,520,495,525
gene:PHAVU_008G006300g,0,0,1,0
gene:PHAVU_008G006400g,185,871,186,885
gene:PHAVU_008G006500g,206,141,216,141
gene:PHAVU_008G006600g,0,0,0,0
gene:PHAVU_008G006700g,359,333,525,467
gene:PHAVU_008G006800g,797,488,824,505
gene:PHAVU_008G006900g,7,4,7,4
gene:PHAVU_008G007000g,0,0,0,0
gene:PHAVU_008G007100g,333,85,333,86
gene:PHAVU_008G007200g,76,279,76,279
gene:PHAVU_008G007300g,119,74,120,74
gene:PHAVU_008G007400g,50,76,50,76
gene:PHAVU_008G007500g,458,461,473,469
gene:PHAVU_008G007600g,0,0,0,0
gene:PHAVU_008G007700g,84,97,84,97
gene:PHAVU_008G007800g,154,92,155,92
gene:PHAVU_008G007900g,43,461,43,465
gene:PHAVU_008G008000g,1,56,2,56
gene:PHAVU_008G008100g,1910,19034,1916,19110
gene:PHAVU_008G008200g,206,1861,207,1868
gene:PHAVU_008G0083001g,574,706,575,708
gene:PHAVU_008G0083000g,699,876,702,884
gene:PHAVU_008G008400g,78,9,78,9
gene:PHAVU_008G008500g,202,296,206,304
gene:PHAVU_008G008600g,92,65,92,65
gene:PHAVU_008G008700g,25,56,25,56
gene:PHAVU_008G008800g,17,122,17,122
gene:PHAVU_008G008900g,4,1,4,1
gene:PHAVU_008G009000g,3253,113,3299,114
gene:PHAVU_008G009100g,140,156,155,186
gene:PHAVU_008G009200g,485,187,488,186
gene:PHAVU_008G009300g,440,430,440,434
gene:PHAVU_008G009400g,117,48,117,48
gene:PHAVU_008G009500g,324,88,323,89
gene:PHAVU_008G009600g,3555,3278,3979,3819
gene:PHAVU_008G009700g,1335,2019,1756,2556
gene:PHAVU_008G009800g,1,20,3,20
gene:PHAVU_008G009900g,47,41,47,41
gene:PHAVU_008G010000g,1214,805,1236,827
gene:PHAVU_008G010100g,248,153,250,152
gene:PHAVU_008G010200g,4,42,8,75
gene:PHAVU_008G010300g,916,2120,916,2126
gene:PHAVU_008G010400g,1,15,1,17
gene:PHAVU_008G010500g,0,0,0,0
gene:PHAVU_008G010600g,4457,10340,4500,10446
gene:PHAVU_008G010700g,26,77,26,78
gene:PHAVU_008G010800g,489,314,493,315
gene:PHAVU_008G010900g,120,76,120,76
gene:PHAVU_008G011000g,4305,8437,4385,8603
gene:PHAVU_008G011100g,2,8,2,8
gene:PHAVU_008G011200g,209,115,240,133
gene:PHAVU_008G011300g,0,1,0,1
gene:PHAVU_008G011400g,27,74,79,332
gene:PHAVU_008G011500g,2,18,17,46
gene:PHAVU_008G011600g,8,29,50,188
gene:PHAVU_008G011700g,6,5,74,95
gene:PHAVU_008G011800g,7,15,26,56
gene:PHAVU_008G011900g,80,338,136,602
gene:PHAVU_008G012000g,49,452,49,453
gene:PHAVU_008G012100g,384,253,384,257
gene:PHAVU_008G0122001g,2,8,2,10
gene:PHAVU_008G0122000g,6,24,6,24
gene:PHAVU_008G012300g,34,354,35,358
gene:PHAVU_008G012400g,260,99,261,101
gene:PHAVU_008G012500g,24,56,34,59
gene:PHAVU_008G012600g,166,48,181,66
gene:PHAVU_008G012700g,37,80,37,80
gene:PHAVU_008G012800g,249,191,252,193
gene:PHAVU_008G012900g,28,38,30,42
gene:PHAVU_008G013000g,7094,6459,7132,6507
gene:PHAVU_008G013100g,1253,1212,1255,1213
gene:PHAVU_008G013200g,635,2778,636,2783
gene:PHAVU_008G013300g,3,10,3,10
gene:PHAVU_008G013400g,1167,754,1199,770
gene:PHAVU_008G013500g,593,547,610,558
gene:PHAVU_008G013600g,72,25,73,25
gene:PHAVU_008G013700g,375,375,376,375
gene:PHAVU_008G013800g,50,39,50,39
gene:PHAVU_008G013900g,17,11,17,11
gene:PHAVU_008G014000g,673,510,676,512
gene:PHAVU_008G014100g,0,1,0,1
gene:PHAVU_008G014200g,45,18,80,73
gene:PHAVU_008G014300g,1538,2684,1634,2836
gene:PHAVU_008G014400g,2962,4176,2992,4227
gene:PHAVU_008G014500g,1372,900,1369,901
gene:PHAVU_008G014600g,82,629,82,629
gene:PHAVU_008G014700g,536,975,537,975
gene:PHAVU_008G014800g,4,4,4,4
gene:PHAVU_008G014900g,0,1,0,1
gene:PHAVU_008G015000g,660,629,691,670
gene:PHAVU_008G015100g,35,35,35,35
gene:PHAVU_008G015200g,99,130,100,132
gene:PHAVU_008G015300g,589,628,589,628
gene:PHAVU_008G015400g,611,982,626,988
gene:PHAVU_008G015500g,223,608,225,610
gene:PHAVU_008G015600g,496,387,501,387
gene:PHAVU_008G015700g,45,56,45,56
gene:PHAVU_008G015800g,862,6316,865,6358
gene:PHAVU_008G015900g,8,1,8,1
gene:PHAVU_008G016000g,75,321,76,322
gene:PHAVU_008G016100g,841,1004,850,1016
gene:PHAVU_008G016200g,3,4,3,4
gene:PHAVU_008G016300g,1474,1,1492,1
gene:PHAVU_008G016400g,98,0,99,0
gene:PHAVU_008G016500g,483,1283,490,1301
gene:PHAVU_008G016600g,330,201,335,215
gene:PHAVU_008G016700g,144,62,144,64
gene:PHAVU_008G016800g,469,104,470,106
gene:PHAVU_008G016900g,1408,1564,1415,1580
gene:PHAVU_008G017000g,1267,1268,1296,1292
gene:PHAVU_008G017100g,2,2,2,2
gene:PHAVU_008G017200g,471,1203,488,1239
gene:PHAVU_008G017300g,1673,1459,1678,1468
gene:PHAVU_008G017400g,1287,173,1289,173
gene:PHAVU_008G017500g,538,505,542,505
gene:PHAVU_008G017600g,177,245,177,247
gene:PHAVU_008G017700g,775,517,786,521
gene:PHAVU_008G017800g,362,275,362,277
gene:PHAVU_008G017900g,0,2,0,2
gene:PHAVU_008G018000g,45,110,45,110
gene:PHAVU_008G018100g,3903,16355,3909,16395
gene:PHAVU_008G018200g,964,2213,966,2220
gene:PHAVU_008G0183001g,174,76,174,76
gene:PHAVU_008G0183000g,396,276,396,276
gene:PHAVU_008G018400g,1949,2128,1985,2179
gene:PHAVU_008G018500g,368,390,372,393
gene:PHAVU_008G018600g,9,10,9,10
gene:PHAVU_008G018700g,352,2977,354,2981
gene:PHAVU_008G0188001g,41,49,119,709
gene:PHAVU_008G0188000g,12,5,12,5
gene:PHAVU_008G018900g,635,348,635,348
gene:PHAVU_008G019000g,651,439,652,442
gene:PHAVU_008G019100g,29,116,30,121
gene:PHAVU_008G019200g,225,94,231,99
gene:PHAVU_008G019300g,1034,882,1036,885
gene:PHAVU_008G019400g,2637,436,2666,442
gene:PHAVU_008G019500g,38,147,38,150
gene:PHAVU_008G019600g,2,6,2,6
gene:PHAVU_008G019700g,750,390,833,403
gene:PHAVU_008G019800g,1427,1532,1439,1564
gene:PHAVU_008G019900g,204,159,218,180
gene:PHAVU_008G020000g,221,144,241,152
gene:PHAVU_008G020100g,593,4,596,7
gene:PHAVU_008G020200g,228,2052,228,2069
gene:PHAVU_008G020300g,1,1,1,1
gene:PHAVU_008G020400g,1,0,5,2
gene:ENSRNA049761420,0,0,24,10
gene:PHAVU_008G020500g,355,291,372,304
gene:PHAVU_008G020600g,3216,4160,3402,4401
gene:PHAVU_008G020700g,7,53,18,116
gene:PHAVU_008G020800g,4,1,6,1
gene:PHAVU_008G020900g,6,14,14,62
gene:PHAVU_008G021000g,332,837,334,846
gene:PHAVU_008G021100g,0,7,0,7
gene:PHAVU_008G021200g,421,604,425,613
gene:PHAVU_008G021300g,47,0,49,0
gene:PHAVU_008G021400g,426,576,432,580
gene:PHAVU_008G021500g,235,140,241,144
gene:PHAVU_008G021600g,377,381,383,390
gene:PHAVU_008G021700g,81,51,82,53
gene:PHAVU_008G021800g,0,2,0,2
gene:PHAVU_008G021900g,305,821,312,834
gene:PHAVU_008G022000g,182,1104,183,1116
gene:PHAVU_008G022100g,841,640,842,642
gene:PHAVU_008G022200g,0,0,0,0
gene:PHAVU_008G022300g,0,0,0,0
gene:PHAVU_008G022400g,0,0,0,0
gene:PHAVU_008G022500g,0,0,0,0
gene:PHAVU_008G022600g,747,777,971,994
gene:PHAVU_008G022700g,3494,271,3582,271
gene:PHAVU_008G022800g,2,2,14,7
gene:PHAVU_008G022900g,10,23,96,342
gene:PHAVU_008G0230001g,0,0,19,32
gene:PHAVU_008G0230000g,17,35,61,130
gene:PHAVU_008G023100g,0,0,0,0
gene:PHAVU_008G023200g,0,0,0,0
gene:PHAVU_008G023300g,0,0,0,0
gene:PHAVU_008G023400g,570,480,575,481
gene:ENSRNA049761419,0,0,2,0
gene:PHAVU_008G023500g,29,120,29,121
gene:PHAVU_008G023600g,0,3,0,3
gene:PHAVU_008G023700g,5308,11528,5339,11580
gene:PHAVU_008G023800g,59,581,59,581
gene:PHAVU_008G023900g,23,19,26,28
gene:PHAVU_008G024000g,350,137,358,137
gene:PHAVU_008G024100g,5711,7557,5801,7684
gene:PHAVU_008G024200g,3,9,3,9
gene:PHAVU_008G024300g,106,88,108,90
gene:PHAVU_008G024400g,434,315,438,321
gene:PHAVU_008G024500g,862,1004,872,1007
gene:PHAVU_008G024600g,332,300,332,301
gene:PHAVU_008G024700g,0,0,0,0
gene:PHAVU_008G024800g,91,148,91,151
gene:PHAVU_008G024900g,0,0,0,0
gene:PHAVU_008G025000g,371,646,371,649
gene:PHAVU_008G025100g,9,120,9,120
gene:PHAVU_008G025200g,254,469,255,470
gene:PHAVU_008G025300g,4870,491,4878,491
gene:PHAVU_008G025400g,64,118,66,120
gene:PHAVU_008G025500g,234,124,235,123
gene:PHAVU_008G025600g,11,29,12,29
gene:PHAVU_008G025700g,3445,2171,3515,2195
gene:PHAVU_008G025800g,314,334,585,584
gene:PHAVU_008G025900g,25,27,25,27
gene:PHAVU_008G026000g,86,65,87,66
gene:PHAVU_008G026100g,238,62,239,62
gene:PHAVU_008G026200g,85,31,93,36
gene:PHAVU_008G026300g,15,10,15,10
gene:PHAVU_008G026400g,405,306,411,306
gene:PHAVU_008G026500g,417,426,519,526
gene:PHAVU_008G026600g,13,31,68,96
gene:PHAVU_008G026700g,57,15,124,60
gene:PHAVU_008G026800g,142,144,448,474
gene:PHAVU_008G026900g,10,10,63,60
gene:PHAVU_008G027000g,347,336,746,784
gene:PHAVU_008G027100g,105,161,150,250
gene:PHAVU_008G027200g,4,4,59,85
gene:PHAVU_008G027300g,8,43,58,111
gene:PHAVU_008G027400g,2,10,2,17
gene:PHAVU_008G027500g,382,360,481,455
gene:PHAVU_008G027600g,410,1082,463,1151
gene:PHAVU_008G027700g,1349,540,1363,541
gene:PHAVU_008G027800g,256,21,256,21
gene:PHAVU_008G027900g,2,0,2,0
gene:PHAVU_008G028000g,3,6,3,6
gene:PHAVU_008G028100g,542,14,543,14
gene:PHAVU_008G028200g,4,0,4,1
gene:PHAVU_008G028300g,30,5,141,13
gene:PHAVU_008G028400g,88,5,231,12
gene:PHAVU_008G028500g,86,5,260,15
gene:PHAVU_008G028600g,1,0,108,7
gene:PHAVU_008G028700g,24351,763,24523,766
gene:PHAVU_008G028800g,8,41,16,43
gene:PHAVU_008G028900g,84,296,123,525
gene:PHAVU_008G029000g,56,602,58,605
gene:PHAVU_008G029100g,1641,4704,1696,4849
gene:PHAVU_008G029200g,32,246,83,378
gene:PHAVU_008G029300g,677,1306,676,1314
gene:PHAVU_008G029400g,298,220,298,220
gene:PHAVU_008G029500g,455,820,471,874
gene:PHAVU_008G029600g,7,1,81,173
gene:PHAVU_008G029700g,23,50,92,241
gene:PHAVU_008G029800g,1,0,34,23
gene:PHAVU_008G029900g,36,115,75,238
gene:PHAVU_008G030000g,5,5,80,175
gene:PHAVU_008G030100g,36,139,108,351
gene:PHAVU_008G030200g,0,0,36,0
gene:PHAVU_008G030300g,0,0,0,0
gene:PHAVU_008G030400g,17,0,62,0
gene:PHAVU_008G030500g,28,17,28,17
gene:PHAVU_008G030600g,18,11,48,48
gene:PHAVU_008G030700g,5,0,20,1
gene:PHAVU_008G030800g,124,0,197,1
gene:PHAVU_008G030900g,20,22,20,22
gene:PHAVU_008G031000g,25,60,25,60
gene:PHAVU_008G031100g,71,45,71,45
gene:PHAVU_008G031200g,280,260,282,261
gene:PHAVU_008G031300g,11,21,13,22
gene:PHAVU_008G031400g,248,550,269,582
gene:PHAVU_008G031500g,383,335,385,352
gene:PHAVU_008G0316000g,3210,3289,3224,3303
gene:PHAVU_008G031700g,0,1,0,1
gene:PHAVU_008G031800g,465,1280,464,1284
gene:PHAVU_008G031900g,2,6,3,11
gene:PHAVU_008G032000g,1581,3599,1586,3610
gene:PHAVU_008G032100g,217,520,398,858
gene:PHAVU_008G032200g,809,1239,993,1579
gene:PHAVU_008G0323001g,0,0,0,0
gene:PHAVU_008G0323000g,0,0,9,1
gene:PHAVU_008G032400g,955,695,1679,1330
gene:PHAVU_008G032500g,241,213,964,847
gene:PHAVU_008G032600g,38,181,89,491
gene:PHAVU_008G032700g,16,101,37,199
gene:PHAVU_008G032800g,110,234,193,575
gene:PHAVU_008G032900g,758,763,766,768
gene:PHAVU_008G033000g,2131,5807,2149,5855
gene:PHAVU_008G033100g,0,1,16,46
gene:PHAVU_008G033200g,25,94,44,145
gene:PHAVU_008G033300g,50,93,52,94
gene:PHAVU_008G033400g,1843,1544,1879,1573
gene:PHAVU_008G033500g,2324,2065,2417,2162
gene:PHAVU_008G033600g,838,647,848,651
gene:PHAVU_008G033700g,206,1304,209,1312
gene:PHAVU_008G033800g,499,621,499,621
gene:PHAVU_008G033900g,260,90,372,132
gene:PHAVU_008G034000g,665,3962,686,3983
gene:PHAVU_008G034100g,2816,26,2844,39
gene:PHAVU_008G034200g,1,17,1,17
gene:PHAVU_008G034300g,364,207,364,207
gene:PHAVU_008G034400g,21,291,32,533
gene:PHAVU_008G034500g,2,20,13,262
gene:PHAVU_008G034600g,238,246,242,254
gene:PHAVU_008G034700g,37,1,38,1
gene:PHAVU_008G034800g,323,618,1756,3534
gene:PHAVU_008G034900g,2731,7054,2754,7128
gene:PHAVU_008G035000g,200,209,201,209
gene:PHAVU_008G035100g,684,410,688,418
gene:PHAVU_008G035200g,458,290,461,291
gene:PHAVU_008G035300g,0,0,1,3
gene:PHAVU_008G035400g,1426,2035,1459,2087
gene:PHAVU_008G035500g,2264,612,2360,635
gene:PHAVU_008G035600g,805,980,816,996
gene:PHAVU_008G035700g,46,124,51,136
gene:PHAVU_008G035800g,0,0,0,0
gene:PHAVU_008G035900g,7,11,7,11
gene:PHAVU_008G036000g,52,123,79,135
gene:PHAVU_008G036100g,166,90,168,90
gene:PHAVU_008G036200g,604,367,617,373
gene:PHAVU_008G036300g,12,8,13,8
gene:PHAVU_008G036400g,1513,1145,1886,1517
gene:PHAVU_008G036500g,1,0,1,0
gene:PHAVU_008G036600g,329,176,378,200
gene:PHAVU_008G036700g,11,6,116,80
gene:PHAVU_008G036800g,214,177,357,275
gene:PHAVU_008G036900g,832,986,838,987
gene:PHAVU_008G037000g,507,250,510,250
gene:PHAVU_008G037100g,210,249,212,250
gene:PHAVU_008G037200g,12,19,12,19
gene:PHAVU_008G037300g,143,166,143,166
gene:PHAVU_008G037400g,170,261,170,261
gene:PHAVU_008G037500g,43,320,43,323
gene:PHAVU_008G037600g,872,518,879,525
gene:PHAVU_008G037700g,4404,3003,4503,3083
gene:PHAVU_008G037800g,23,40,23,40
gene:PHAVU_008G037900g,72,91,72,91
gene:PHAVU_008G038000g,3,2,36,20
gene:PHAVU_008G038100g,1830,6558,1830,6572
gene:PHAVU_008G038200g,0,0,1,1
gene:PHAVU_008G038300g,15,187,15,187
gene:PHAVU_008G038400g,1,0,1,0
gene:PHAVU_008G038500g,0,1,1,1
gene:PHAVU_008G038600g,0,0,0,1
gene:PHAVU_008G038700g,0,2,1,2
gene:PHAVU_008G038800g,29,50,29,50
gene:PHAVU_008G038900g,158,443,160,444
gene:PHAVU_008G039000g,546,594,552,596
gene:PHAVU_008G039100g,22,4,36,17
gene:PHAVU_008G039200g,0,13,0,13
gene:PHAVU_008G039300g,0,3,0,3
gene:PHAVU_008G039400g,2358,1511,2374,1515
gene:PHAVU_008G039500g,67,110,68,110
gene:PHAVU_008G039600g,89,620,89,627
gene:PHAVU_008G039700g,81,81,81,82
gene:PHAVU_008G039800g,19,43,19,45
gene:PHAVU_008G039900g,1087,1670,1091,1676
gene:PHAVU_008G040000g,68,297,68,298
gene:PHAVU_008G040100g,142,316,148,328
gene:PHAVU_008G040200g,2543,4,2550,5
gene:PHAVU_008G040300g,203,76,206,76
gene:PHAVU_008G040400g,0,0,0,0
gene:PHAVU_008G040500g,87,384,90,438
gene:PHAVU_008G040600g,0,0,3,54
gene:PHAVU_008G040700g,1,1,2,4
gene:PHAVU_008G040800g,0,0,0,0
gene:PHAVU_008G040900g,90,83,115,110
gene:PHAVU_008G041000g,2,16,2,15
gene:PHAVU_008G041100g,206,921,206,930
gene:PHAVU_008G041200g,305,2719,305,2725
gene:PHAVU_008G041300g,20,44,22,46
gene:PHAVU_008G041400g,0,0,0,0
gene:PHAVU_008G041500g,0,0,0,0
gene:PHAVU_008G041600g,60,278,60,278
gene:PHAVU_008G041700g,1050,1671,1092,1706
gene:ENSRNA049761418,0,0,2,0
gene:PHAVU_008G041800g,2,5,2,5
gene:PHAVU_008G041900g,129,113,129,113
gene:PHAVU_008G042000g,99,285,108,302
gene:PHAVU_008G042100g,12,18,20,35
gene:PHAVU_008G042200g,9,111,12,122
gene:PHAVU_008G042300g,14,143,14,145
gene:PHAVU_008G042400g,9,55,9,55
gene:PHAVU_008G042500g,16,86,16,89
gene:PHAVU_008G042600g,552,247,555,247
gene:PHAVU_008G042700g,7,101,7,101
gene:ENSRNA049761383,0,0,26,16
gene:PHAVU_008G042800g,0,0,0,0
gene:PHAVU_008G042900g,6,104,7,109
gene:PHAVU_008G043000g,7400,2552,7428,2560
gene:PHAVU_008G043100g,5157,2351,5382,2472
gene:PHAVU_008G043200g,86,13,87,13
gene:PHAVU_008G043300g,1557,2335,1562,2345
gene:PHAVU_008G043400g,11,48,11,48
gene:PHAVU_008G043500g,4409,36,4685,39
gene:PHAVU_008G043600g,0,0,0,0
gene:PHAVU_008G043700g,0,0,0,0
gene:PHAVU_008G043800g,2848,2831,2859,2832
gene:PHAVU_008G043900g,1002,2292,1013,2309
gene:PHAVU_008G044000g,2532,1866,2537,1872
gene:PHAVU_008G044100g,4636,825,4751,850
gene:PHAVU_008G044200g,0,0,0,0
gene:PHAVU_008G044300g,147,104,186,143
gene:PHAVU_008G044400g,16,5,110,39
gene:PHAVU_008G044500g,0,0,0,0
gene:PHAVU_008G044600g,40,23,248,105
gene:PHAVU_008G044700g,169,67,423,167
gene:PHAVU_008G044800g,36,115,37,118
gene:PHAVU_008G044900g,1468,1645,1488,1687
gene:PHAVU_008G045000g,464,450,464,449
gene:PHAVU_008G045100g,2925,497,2944,498
gene:PHAVU_008G045200g,54,18,168,59
gene:PHAVU_008G045300g,45,67,47,71
gene:PHAVU_008G045400g,691,973,701,989
gene:PHAVU_008G045500g,2,1,9,6
gene:PHAVU_008G045600g,950,985,961,1002
gene:PHAVU_008G045700g,0,0,0,0
gene:PHAVU_008G045800g,1,6,1,6
gene:PHAVU_008G045900g,297,374,297,374
gene:PHAVU_008G046000g,0,8,0,8
gene:PHAVU_008G046100g,202,78,202,78
gene:PHAVU_008G046200g,183,333,183,333
gene:PHAVU_008G046300g,324,110,324,110
gene:PHAVU_008G046400g,871,670,874,671
gene:PHAVU_008G046500g,0,0,0,0
gene:PHAVU_008G046600g,87,22,91,23
gene:PHAVU_008G046700g,4,1,4,1
gene:PHAVU_008G046800g,7910,739,7962,748
gene:PHAVU_008G046900g,67,208,68,211
gene:PHAVU_008G047000g,1,9,1,9
gene:PHAVU_008G047100g,0,0,0,0
gene:ENSRNA049761417,0,0,6,0
gene:PHAVU_008G047200g,0,0,0,0
gene:PHAVU_008G047300g,2948,3661,2988,3696
gene:PHAVU_008G047400g,1092,1607,1199,1711
gene:PHAVU_008G047500g,0,0,0,0
gene:PHAVU_008G047600g,96,5,99,6
gene:PHAVU_008G047700g,509,694,513,723
gene:PHAVU_008G047800g,1064,1626,1065,1633
gene:PHAVU_008G047900g,782,4193,789,4244
gene:PHAVU_008G048000g,3099,461,3134,468
gene:PHAVU_008G0481001g,1,3,1,3
gene:PHAVU_008G0481000g,2,9,3,10
gene:PHAVU_008G048200g,3,2,3,2
gene:PHAVU_008G048300g,236,227,237,227
gene:PHAVU_008G048400g,62,76,62,76
gene:PHAVU_008G048500g,66,94,66,94
gene:PHAVU_008G048600g,80,48,80,48
gene:PHAVU_008G048700g,0,4,1,4
gene:PHAVU_008G048800g,351,436,356,436
gene:PHAVU_008G048900g,486,557,497,564
gene:PHAVU_008G049000g,255,352,259,363
gene:PHAVU_008G049100g,1594,1470,1616,1487
gene:PHAVU_008G049200g,40,38,40,38
gene:PHAVU_008G049300g,1978,3133,2049,3233
gene:PHAVU_008G049400g,53,548,53,551
gene:PHAVU_008G049500g,52,414,52,416
gene:PHAVU_008G049600g,69,261,69,267
gene:PHAVU_008G049700g,4,0,4,0
gene:PHAVU_008G049800g,268,187,271,190
gene:PHAVU_008G049900g,689,733,689,736
gene:PHAVU_008G050000g,1345,3193,1431,3354
gene:PHAVU_008G050100g,2473,1447,2487,1449
gene:PHAVU_008G050200g,1037,241,1043,243
