,Groupe,Nombre de gènes (nbG),nbG Lupinus A.,nbG Medicago T.,nbG Phaseolus V.,nbG Glycine M.,Lotus J.,,somme(D:H)
OG0005794,OG0005794,10,1,3,1,3,2,,10
OG0005795,OG0005795,10,0,2,3,3,2,,10
OG0005796,OG0005796,10,1,2,3,2,2,,10
OG0005797,OG0005797,10,0,1,2,4,3,,10
OG0005798,OG0005798,10,0,1,2,5,2,,10
OG0005799,OG0005799,10,0,2,2,4,2,,10
OG0005800,OG0005800,10,1,2,2,4,1,,10
OG0005801,OG0005801,10,0,3,2,3,2,,10
OG0005802,OG0005802,10,0,1,2,4,3,,10
OG0005803,OG0005803,10,1,1,2,4,2,,10
OG0005804,OG0005804,10,2,3,2,1,2,,10
OG0005805,OG0005805,10,1,2,2,4,1,,10
OG0005806,OG0005806,10,0,1,2,4,3,,10
OG0005807,OG0005807,10,1,3,1,2,3,,10
OG0005808,OG0005808,10,2,1,1,4,2,,10
OG0005809,OG0005809,10,0,2,3,3,2,,10
OG0005810,OG0005810,10,0,5,0,1,4,,10
OG0005811,OG0005811,10,1,1,2,4,2,,10
OG0005812,OG0005812,10,0,1,3,4,2,,10
OG0005813,OG0005813,10,0,4,2,3,1,,10
OG0005814,OG0005814,10,1,3,1,5,0,,10
OG0005815,OG0005815,10,1,1,1,5,2,,10
OG0005816,OG0005816,10,1,2,2,3,2,,10
OG0005817,OG0005817,10,0,1,2,6,1,,10
OG0005818,OG0005818,10,0,2,2,4,2,,10
OG0005819,OG0005819,10,1,1,3,4,1,,10
OG0005820,OG0005820,10,1,1,1,4,3,,10
OG0005821,OG0005821,10,1,1,1,5,2,,10
OG0005822,OG0005822,10,0,3,1,2,4,,10
OG0005823,OG0005823,10,1,2,2,3,2,,10
OG0005824,OG0005824,10,1,1,1,6,1,,10
OG0005825,OG0005825,10,3,2,1,1,3,,10
OG0005826,OG0005826,10,0,2,1,5,2,,10
OG0005827,OG0005827,10,2,1,2,4,1,,10
OG0005828,OG0005828,10,1,3,1,1,4,,10
OG0005829,OG0005829,10,1,1,1,6,1,,10
OG0005830,OG0005830,10,3,2,2,2,1,,10
OG0005831,OG0005831,10,1,2,2,3,2,,10
OG0005832,OG0005832,10,1,1,1,4,3,,10
OG0005833,OG0005833,10,5,3,1,1,0,,10
OG0005834,OG0005834,10,0,2,3,4,1,,10
OG0005835,OG0005835,10,0,3,2,1,4,,10
OG0005836,OG0005836,10,0,6,0,3,1,,10
OG0005837,OG0005837,10,1,1,3,4,1,,10
OG0005838,OG0005838,10,1,1,3,3,2,,10
OG0005839,OG0005839,10,2,3,2,2,1,,10
OG0005840,OG0005840,10,1,1,2,3,3,,10
OG0005841,OG0005841,10,1,1,2,3,3,,10
OG0005842,OG0005842,10,0,2,2,4,2,,10
OG0005843,OG0005843,10,0,7,0,2,1,,10
OG0005844,OG0005844,10,1,2,3,3,1,,10
OG0005845,OG0005845,10,2,1,3,2,2,,10
OG0005846,OG0005846,10,0,3,1,2,4,,10
OG0005847,OG0005847,10,2,1,1,5,1,,10
OG0005848,OG0005848,10,1,2,1,5,1,,10
OG0005849,OG0005849,10,1,2,1,4,2,,10
OG0005850,OG0005850,10,0,1,2,5,2,,10
OG0005851,OG0005851,10,1,2,2,4,1,,10
OG0005852,OG0005852,10,0,2,1,5,2,,10
OG0005853,OG0005853,10,0,1,3,4,2,,10
OG0005854,OG0005854,10,1,2,2,4,1,,10
OG0005855,OG0005855,10,1,2,1,3,3,,10
OG0005856,OG0005856,10,0,1,1,4,4,,10
OG0005857,OG0005857,10,1,2,2,2,3,,10
OG0005858,OG0005858,10,2,3,1,3,1,,10
OG0005859,OG0005859,10,0,1,4,4,1,,10
OG0005860,OG0005860,10,2,3,2,2,1,,10
OG0005861,OG0005861,10,1,4,2,2,1,,10
OG0005862,OG0005862,10,1,3,1,2,3,,10
OG0005863,OG0005863,10,0,2,3,2,3,,10
OG0005864,OG0005864,10,1,2,1,5,1,,10
OG0005865,OG0005865,10,0,1,4,4,1,,10
OG0005866,OG0005866,10,0,3,1,4,2,,10
OG0005867,OG0005867,10,0,2,1,5,2,,10
OG0005868,OG0005868,10,0,6,0,1,3,,10
OG0005869,OG0005869,10,1,1,1,5,2,,10
OG0005870,OG0005870,10,4,1,3,1,1,,10
OG0005871,OG0005871,10,1,2,3,3,1,,10
OG0005872,OG0005872,10,0,2,1,2,5,,10
OG0005873,OG0005873,10,0,6,0,2,2,,10
OG0005874,OG0005874,10,0,2,1,4,3,,10
OG0005875,OG0005875,10,1,1,2,4,2,,10
OG0005876,OG0005876,10,1,2,1,4,2,,10
OG0005877,OG0005877,10,0,9,0,1,0,,10
OG0005878,OG0005878,10,1,5,1,1,2,,10
OG0005879,OG0005879,10,0,4,2,3,1,,10
OG0005880,OG0005880,10,1,1,1,3,4,,10
OG0005881,OG0005881,10,1,1,1,5,2,,10
OG0005882,OG0005882,10,1,2,2,3,2,,10
OG0005883,OG0005883,10,1,1,1,4,3,,10
OG0005884,OG0005884,10,0,2,2,5,1,,10
OG0005885,OG0005885,10,0,3,1,2,4,,10
OG0005886,OG0005886,10,0,3,2,3,2,,10
OG0005887,OG0005887,10,0,1,1,5,3,,10
OG0005888,OG0005888,10,0,2,1,7,0,,10
OG0005889,OG0005889,10,1,3,1,3,2,,10
OG0005890,OG0005890,10,3,2,1,2,2,,10
OG0005891,OG0005891,10,2,1,3,3,1,,10
OG0005892,OG0005892,10,2,1,2,4,1,,10
OG0005893,OG0005893,10,0,7,0,1,2,,10
OG0005894,OG0005894,10,1,1,2,5,1,,10
OG0005895,OG0005895,10,1,2,1,3,3,,10
OG0005896,OG0005896,10,1,1,1,5,2,,10
OG0005897,OG0005897,10,1,2,2,4,1,,10
OG0005898,OG0005898,10,0,1,1,5,3,,10
OG0005899,OG0005899,10,0,6,1,3,0,,10
OG0005900,OG0005900,10,1,1,1,5,2,,10
OG0005901,OG0005901,10,0,1,5,1,3,,10
OG0005902,OG0005902,10,0,1,2,6,1,,10
OG0005903,OG0005903,10,1,2,1,5,1,,10
OG0005904,OG0005904,10,1,1,1,6,1,,10
OG0005905,OG0005905,10,2,2,1,2,3,,10
OG0005906,OG0005906,10,0,3,1,3,3,,10
OG0005907,OG0005907,10,2,1,1,4,2,,10
OG0005908,OG0005908,10,1,2,1,5,1,,10
OG0005909,OG0005909,10,1,1,1,5,2,,10
OG0005910,OG0005910,10,0,4,2,3,1,,10
OG0005911,OG0005911,10,0,4,1,4,1,,10
OG0005912,OG0005912,10,0,3,1,5,1,,10
OG0005913,OG0005913,10,0,3,2,1,4,,10
OG0005914,OG0005914,10,2,2,1,4,1,,10
OG0005915,OG0005915,10,0,5,2,1,2,,10
OG0005916,OG0005916,10,1,3,1,3,2,,10
OG0005917,OG0005917,10,0,1,3,5,1,,10
OG0005918,OG0005918,10,1,1,1,5,2,,10
OG0005919,OG0005919,10,1,2,1,4,2,,10
OG0005920,OG0005920,10,1,1,1,3,4,,10
OG0005921,OG0005921,10,2,1,2,2,3,,10
OG0005922,OG0005922,10,1,1,1,6,1,,10
OG0005923,OG0005923,10,1,3,1,4,1,,10
OG0005924,OG0005924,10,0,3,4,2,1,,10
OG0005925,OG0005925,10,1,5,1,2,1,,10
OG0005926,OG0005926,10,3,1,2,2,2,,10
OG0005927,OG0005927,10,0,1,1,8,0,,10
OG0005928,OG0005928,10,1,1,2,3,3,,10
OG0005929,OG0005929,10,2,3,1,3,1,,10
OG0005930,OG0005930,10,0,3,1,4,2,,10
OG0005931,OG0005931,10,1,2,1,3,3,,10
OG0005932,OG0005932,10,0,5,1,3,1,,10
OG0005933,OG0005933,10,0,4,0,4,2,,10
OG0005934,OG0005934,10,0,1,3,4,2,,10
OG0005935,OG0005935,10,0,6,2,1,1,,10
OG0005936,OG0005936,10,3,2,1,2,2,,10
OG0005937,OG0005937,10,0,4,1,4,1,,10
OG0005938,OG0005938,10,1,1,1,6,1,,10
OG0005939,OG0005939,10,1,2,3,3,1,,10
OG0005940,OG0005940,10,1,1,1,5,2,,10
OG0005941,OG0005941,10,0,1,4,3,2,,10
OG0005942,OG0005942,10,1,0,3,4,2,,10
OG0005943,OG0005943,10,1,0,2,6,1,,10
OG0005944,OG0005944,10,2,1,2,3,2,,10
OG0005945,OG0005945,10,1,3,2,3,1,,10
OG0005946,OG0005946,10,0,5,1,2,2,,10
OG0005947,OG0005947,10,1,3,2,2,2,,10
OG0005948,OG0005948,10,0,1,2,3,4,,10
OG0005949,OG0005949,10,1,1,3,3,2,,10
OG0005950,OG0005950,10,0,8,0,2,0,,10
OG0005951,OG0005951,10,0,2,2,2,4,,10
OG0005952,OG0005952,10,0,0,7,1,2,,10
OG0005953,OG0005953,10,0,3,2,3,2,,10
OG0005954,OG0005954,10,1,3,3,2,1,,10
OG0005955,OG0005955,10,2,2,3,1,2,,10
OG0005956,OG0005956,10,0,4,2,2,2,,10
OG0005957,OG0005957,10,1,2,3,2,2,,10
OG0005958,OG0005958,10,0,1,3,5,1,,10
OG0005959,OG0005959,10,1,1,1,5,2,,10
OG0005960,OG0005960,10,0,0,0,9,1,,10
OG0005961,OG0005961,10,1,1,2,5,1,,10
OG0005962,OG0005962,10,2,2,1,4,1,,10
OG0005963,OG0005963,10,1,2,1,4,2,,10
OG0005964,OG0005964,10,0,3,1,5,1,,10
OG0005965,OG0005965,10,0,4,1,5,0,,10
OG0005966,OG0005966,10,0,1,2,6,1,,10
OG0005967,OG0005967,10,1,3,2,2,2,,10
OG0005968,OG0005968,10,0,1,2,4,3,,10
OG0005969,OG0005969,10,1,1,1,5,2,,10
OG0005970,OG0005970,10,2,2,2,2,2,,10
OG0005971,OG0005971,10,1,1,3,1,4,,10
OG0005972,OG0005972,10,1,1,2,6,0,,10
OG0005973,OG0005973,10,1,2,1,4,2,,10
OG0005974,OG0005974,10,2,3,1,3,1,,10
OG0005975,OG0005975,10,0,3,2,4,1,,10
OG0005976,OG0005976,10,1,3,2,2,2,,10
OG0005977,OG0005977,10,0,1,4,4,1,,10
OG0005978,OG0005978,10,1,2,3,3,1,,10
OG0005979,OG0005979,10,2,1,2,3,2,,10
OG0005980,OG0005980,10,1,4,1,3,1,,10
OG0005981,OG0005981,10,2,0,2,4,2,,10
OG0005982,OG0005982,10,1,0,3,4,2,,10
OG0005983,OG0005983,10,1,3,1,3,2,,10
OG0005984,OG0005984,10,1,2,3,1,3,,10
OG0005985,OG0005985,10,0,6,0,2,2,,10
OG0005986,OG0005986,10,0,1,2,6,1,,10
OG0005987,OG0005987,10,0,5,1,3,1,,10
OG0005988,OG0005988,10,1,2,1,5,1,,10
OG0005989,OG0005989,10,0,2,1,5,2,,10
OG0005990,OG0005990,10,0,7,0,3,0,,10
OG0005991,OG0005991,10,0,4,1,3,2,,10
OG0005992,OG0005992,10,1,2,1,4,2,,10
OG0005993,OG0005993,10,1,2,2,4,1,,10
OG0005994,OG0005994,10,1,1,1,5,2,,10
OG0005995,OG0005995,10,0,1,1,5,3,,10
OG0005996,OG0005996,10,0,2,1,5,2,,10
OG0005997,OG0005997,10,2,2,1,1,4,,10
OG0005998,OG0005998,10,1,1,2,2,4,,10
OG0005999,OG0005999,10,0,4,1,4,1,,10
OG0006000,OG0006000,10,1,2,2,3,2,,10
OG0006001,OG0006001,10,0,3,2,3,2,,10
OG0006002,OG0006002,10,1,7,1,1,0,,10
OG0006003,OG0006003,10,1,0,3,3,3,,10
OG0006004,OG0006004,10,0,4,2,2,2,,10
OG0006005,OG0006005,10,0,3,3,3,1,,10
OG0006006,OG0006006,10,1,1,2,2,4,,10
OG0006007,OG0006007,10,1,1,2,5,1,,10
OG0006008,OG0006008,10,2,3,1,2,2,,10
OG0006009,OG0006009,10,0,5,2,1,2,,10
OG0006010,OG0006010,10,3,2,1,2,2,,10
OG0006011,OG0006011,10,0,2,2,5,1,,10
OG0006012,OG0006012,10,1,2,1,5,1,,10
OG0006013,OG0006013,10,1,2,2,2,3,,10
OG0006014,OG0006014,10,1,3,2,2,2,,10
OG0006015,OG0006015,10,1,1,1,3,4,,10
OG0006016,OG0006016,10,2,2,1,2,3,,10
OG0006017,OG0006017,10,0,1,2,5,2,,10
OG0006018,OG0006018,10,0,1,2,6,1,,10
OG0006019,OG0006019,10,2,1,1,1,5,,10
OG0006020,OG0006020,10,3,1,2,3,1,,10
OG0006021,OG0006021,10,1,2,2,4,1,,10
OG0006022,OG0006022,10,1,2,0,7,0,,10
OG0006023,OG0006023,10,4,1,1,3,1,,10
OG0006024,OG0006024,10,1,2,3,2,2,,10
OG0006025,OG0006025,10,1,1,3,5,0,,10
OG0006026,OG0006026,10,1,2,2,4,1,,10
OG0006027,OG0006027,10,1,1,1,4,3,,10
OG0006028,OG0006028,10,0,3,3,3,1,,10
OG0006029,OG0006029,10,4,2,0,2,2,,10
OG0006030,OG0006030,10,1,3,2,3,1,,10
OG0006031,OG0006031,10,3,3,1,1,2,,10
OG0006032,OG0006032,10,0,5,0,1,4,,10
OG0006033,OG0006033,10,2,3,1,3,1,,10
OG0006034,OG0006034,10,1,2,1,2,4,,10
OG0006035,OG0006035,10,1,2,1,4,2,,10
OG0006036,OG0006036,10,2,1,1,5,1,,10
OG0006037,OG0006037,10,2,2,2,2,2,,10
OG0006038,OG0006038,10,0,5,1,2,2,,10
OG0006039,OG0006039,10,2,2,2,3,1,,10
OG0006040,OG0006040,10,2,2,3,2,1,,10
OG0006041,OG0006041,10,0,0,2,7,1,,10
OG0006042,OG0006042,10,1,3,2,2,2,,10
OG0006043,OG0006043,10,0,4,2,2,2,,10
OG0006044,OG0006044,10,0,5,1,1,3,,10
OG0006045,OG0006045,10,1,2,2,3,2,,10
OG0006046,OG0006046,10,0,3,2,2,3,,10
OG0006047,OG0006047,10,0,2,2,1,5,,10
OG0006048,OG0006048,10,1,4,1,1,3,,10
OG0006049,OG0006049,10,0,2,1,5,2,,10
OG0006050,OG0006050,10,0,9,0,1,0,,10
OG0006051,OG0006051,10,0,3,3,2,2,,10
OG0006052,OG0006052,10,3,3,1,1,2,,10
OG0006053,OG0006053,10,1,2,2,4,1,,10
OG0006054,OG0006054,10,1,2,1,3,3,,10
OG0006055,OG0006055,10,2,4,1,1,2,,10
OG0006056,OG0006056,10,1,3,1,3,2,,10
OG0006057,OG0006057,10,1,2,1,5,1,,10
OG0006058,OG0006058,10,3,1,1,3,2,,10
OG0006059,OG0006059,10,1,4,1,1,3,,10
OG0006060,OG0006060,10,0,2,0,2,6,,10
OG0006061,OG0006061,10,1,1,1,4,3,,10
OG0006062,OG0006062,10,1,2,1,4,2,,10
OG0006063,OG0006063,10,0,0,2,1,7,,10
OG0006064,OG0006064,10,2,1,3,2,2,,10
OG0006065,OG0006065,10,1,4,1,1,3,,10
OG0006066,OG0006066,10,0,0,0,9,1,,10
OG0006067,OG0006067,10,0,2,1,5,2,,10
OG0006068,OG0006068,10,1,2,1,3,3,,10
OG0006069,OG0006069,10,1,1,4,3,1,,10
OG0006070,OG0006070,10,1,2,2,4,1,,10
OG0006071,OG0006071,10,1,6,1,1,1,,10
OG0006072,OG0006072,10,2,2,2,2,2,,10
OG0006073,OG0006073,10,1,3,1,2,3,,10
OG0006074,OG0006074,10,1,4,3,1,1,,10
OG0006075,OG0006075,10,0,1,0,1,8,,10
OG0006076,OG0006076,10,0,7,0,1,2,,10
OG0006077,OG0006077,10,0,4,0,1,5,,10
OG0006078,OG0006078,10,1,1,1,5,2,,10
OG0006079,OG0006079,10,0,3,1,5,1,,10
OG0006080,OG0006080,10,0,6,1,2,1,,10
OG0006081,OG0006081,10,1,3,3,2,1,,10
OG0006082,OG0006082,10,1,1,1,2,5,,10
OG0006083,OG0006083,10,0,6,2,1,1,,10
OG0006084,OG0006084,10,1,1,3,4,1,,10
OG0006085,OG0006085,10,1,3,1,1,4,,10
OG0006086,OG0006086,10,0,0,9,1,0,,10
OG0006087,OG0006087,10,1,2,2,4,1,,10
OG0006088,OG0006088,10,1,2,3,2,2,,10
OG0006089,OG0006089,10,0,0,6,1,3,,10
OG0006090,OG0006090,10,2,2,4,1,1,,10
OG0006091,OG0006091,10,2,2,1,1,4,,10
OG0006092,OG0006092,10,0,7,1,1,1,,10
OG0006093,OG0006093,10,7,1,0,1,1,,10
OG0006094,OG0006094,10,1,1,1,5,2,,10
OG0006095,OG0006095,10,0,7,0,3,0,,10
OG0006096,OG0006096,10,2,3,1,1,3,,10
OG0006097,OG0006097,10,1,1,1,5,2,,10
OG0006098,OG0006098,10,1,2,2,3,2,,10
OG0006099,OG0006099,10,0,1,1,6,2,,10
OG0006100,OG0006100,10,1,4,0,1,4,,10
OG0006101,OG0006101,10,0,3,0,0,7,,10
OG0006102,OG0006102,10,0,3,0,0,7,,10
OG0006103,OG0006103,10,0,0,0,0,10,,10
OG0006104,OG0006104,10,0,1,0,0,9,,10
OG0006105,OG0006105,10,1,2,1,0,6,,10
OG0006106,OG0006106,10,0,1,0,0,9,,10
OG0006107,OG0006107,10,0,6,0,0,4,,10
OG0006108,OG0006108,10,0,0,8,0,2,,10
OG0006109,OG0006109,10,0,8,0,0,2,,10
OG0006110,OG0006110,10,0,5,3,0,2,,10
OG0006111,OG0006111,10,0,1,0,0,9,,10
OG0006112,OG0006112,10,1,7,0,0,2,,10
OG0006113,OG0006113,10,0,2,1,0,7,,10
OG0006114,OG0006114,10,0,6,0,0,4,,10
OG0006115,OG0006115,10,0,7,0,0,3,,10
OG0006116,OG0006116,10,0,0,0,0,10,,10
OG0006117,OG0006117,10,0,1,8,0,1,,10
OG0006118,OG0006118,10,0,9,0,0,1,,10
OG0006119,OG0006119,10,0,2,6,0,2,,10
OG0006120,OG0006120,10,0,10,0,0,0,,10
OG0006121,OG0006121,10,0,9,1,0,0,,10
OG0006122,OG0006122,10,0,1,9,0,0,,10
OG0006123,OG0006123,9,0,1,1,6,1,,9
OG0006124,OG0006124,9,1,1,1,5,1,,9
OG0006125,OG0006125,9,0,1,2,2,4,,9
OG0006126,OG0006126,9,2,3,1,2,1,,9
OG0006127,OG0006127,9,0,0,1,8,0,,9
OG0006128,OG0006128,9,3,1,1,3,1,,9
OG0006129,OG0006129,9,0,2,2,2,3,,9
OG0006130,OG0006130,9,1,2,2,3,1,,9
OG0006131,OG0006131,9,1,1,2,4,1,,9
OG0006132,OG0006132,9,1,1,3,2,2,,9
OG0006133,OG0006133,9,1,2,1,3,2,,9
OG0006134,OG0006134,9,1,1,1,5,1,,9
OG0006135,OG0006135,9,0,1,4,2,2,,9
OG0006136,OG0006136,9,1,1,2,3,2,,9
OG0006137,OG0006137,9,1,2,1,4,1,,9
OG0006138,OG0006138,9,1,0,1,1,6,,9
OG0006139,OG0006139,9,1,1,2,4,1,,9
OG0006140,OG0006140,9,4,1,1,2,1,,9
OG0006141,OG0006141,9,1,1,1,5,1,,9
OG0006142,OG0006142,9,0,2,1,4,2,,9
OG0006143,OG0006143,9,1,2,2,3,1,,9
OG0006144,OG0006144,9,1,2,1,3,2,,9
OG0006145,OG0006145,9,2,1,1,2,3,,9
OG0006146,OG0006146,9,1,1,2,3,2,,9
OG0006147,OG0006147,9,0,2,2,4,1,,9
OG0006148,OG0006148,9,2,1,1,4,1,,9
OG0006149,OG0006149,9,1,1,1,4,2,,9
OG0006150,OG0006150,9,3,1,2,2,1,,9
OG0006151,OG0006151,9,1,1,1,4,2,,9
OG0006152,OG0006152,9,1,3,2,2,1,,9
OG0006153,OG0006153,9,0,3,1,3,2,,9
OG0006154,OG0006154,9,1,1,1,4,2,,9
OG0006155,OG0006155,9,1,1,1,3,3,,9
OG0006156,OG0006156,9,1,1,3,3,1,,9
OG0006157,OG0006157,9,0,1,3,5,0,,9
OG0006158,OG0006158,9,1,2,1,3,2,,9
OG0006159,OG0006159,9,3,1,1,2,2,,9
OG0006160,OG0006160,9,1,1,1,4,2,,9
OG0006161,OG0006161,9,0,2,1,3,3,,9
OG0006162,OG0006162,9,1,3,1,2,2,,9
OG0006163,OG0006163,9,1,2,2,2,2,,9
OG0006164,OG0006164,9,1,0,1,4,3,,9
OG0006165,OG0006165,9,0,1,1,6,1,,9
OG0006166,OG0006166,9,1,1,1,4,2,,9
OG0006167,OG0006167,9,1,1,2,3,2,,9
OG0006168,OG0006168,9,0,2,2,4,1,,9
OG0006169,OG0006169,9,1,1,2,4,1,,9
OG0006170,OG0006170,9,1,3,1,3,1,,9
OG0006171,OG0006171,9,2,2,1,3,1,,9
OG0006172,OG0006172,9,0,1,2,4,2,,9
OG0006173,OG0006173,9,0,1,1,3,4,,9
OG0006174,OG0006174,9,0,4,2,3,0,,9
OG0006175,OG0006175,9,1,1,2,4,1,,9
OG0006176,OG0006176,9,1,2,2,2,2,,9
OG0006177,OG0006177,9,1,1,2,4,1,,9
OG0006178,OG0006178,9,1,1,1,5,1,,9
OG0006179,OG0006179,9,0,3,2,3,1,,9
OG0006180,OG0006180,9,0,1,2,4,2,,9
OG0006181,OG0006181,9,1,1,1,5,1,,9
OG0006182,OG0006182,9,1,2,1,3,2,,9
OG0006183,OG0006183,9,0,2,2,4,1,,9
OG0006184,OG0006184,9,2,1,2,3,1,,9
OG0006185,OG0006185,9,1,1,0,5,2,,9
OG0006186,OG0006186,9,0,5,1,2,1,,9
OG0006187,OG0006187,9,0,2,1,5,1,,9
OG0006188,OG0006188,9,2,1,2,2,2,,9
OG0006189,OG0006189,9,1,2,2,3,1,,9
OG0006190,OG0006190,9,2,1,1,2,3,,9
OG0006191,OG0006191,9,0,3,2,3,1,,9
OG0006192,OG0006192,9,2,2,1,2,2,,9
OG0006193,OG0006193,9,1,2,2,3,1,,9
OG0006194,OG0006194,9,1,1,2,4,1,,9
OG0006195,OG0006195,9,1,4,1,2,1,,9
OG0006196,OG0006196,9,0,1,2,5,1,,9
OG0006197,OG0006197,9,2,1,0,2,4,,9
OG0006198,OG0006198,9,2,1,1,3,2,,9
OG0006199,OG0006199,9,1,1,2,5,0,,9
OG0006200,OG0006200,9,0,1,2,6,0,,9
OG0006201,OG0006201,9,1,2,1,2,3,,9
OG0006202,OG0006202,9,2,1,2,3,1,,9
OG0006203,OG0006203,9,1,2,1,4,1,,9
OG0006204,OG0006204,9,0,3,1,4,1,,9
OG0006205,OG0006205,9,0,0,1,6,2,,9
OG0006206,OG0006206,9,0,2,2,3,2,,9
OG0006207,OG0006207,9,2,2,0,1,4,,9
OG0006208,OG0006208,9,1,2,1,3,2,,9
OG0006209,OG0006209,9,2,4,1,1,1,,9
OG0006210,OG0006210,9,1,1,2,4,1,,9
OG0006211,OG0006211,9,1,1,2,4,1,,9
OG0006212,OG0006212,9,1,1,1,4,2,,9
OG0006213,OG0006213,9,0,1,2,5,1,,9
OG0006214,OG0006214,9,0,3,1,1,4,,9
OG0006215,OG0006215,9,1,1,2,4,1,,9
OG0006216,OG0006216,9,1,2,1,3,2,,9
OG0006217,OG0006217,9,1,3,0,3,2,,9
OG0006218,OG0006218,9,0,2,1,4,2,,9
OG0006219,OG0006219,9,0,2,2,1,4,,9
OG0006220,OG0006220,9,1,1,1,5,1,,9
OG0006221,OG0006221,9,1,2,2,1,3,,9
OG0006222,OG0006222,9,0,2,1,3,3,,9
OG0006223,OG0006223,9,1,1,1,5,1,,9
OG0006224,OG0006224,9,0,2,1,3,3,,9
OG0006225,OG0006225,9,1,3,2,3,0,,9
OG0006226,OG0006226,9,0,1,1,5,2,,9
OG0006227,OG0006227,9,1,1,1,5,1,,9
OG0006228,OG0006228,9,0,2,2,4,1,,9
OG0006229,OG0006229,9,1,1,3,2,2,,9
OG0006230,OG0006230,9,1,1,2,3,2,,9
OG0006231,OG0006231,9,0,3,2,3,1,,9
OG0006232,OG0006232,9,0,0,4,4,1,,9
OG0006233,OG0006233,9,0,1,2,4,2,,9
OG0006234,OG0006234,9,1,1,2,4,1,,9
OG0006235,OG0006235,9,1,3,1,2,2,,9
OG0006236,OG0006236,9,1,1,2,2,3,,9
OG0006237,OG0006237,9,1,1,2,3,2,,9
OG0006238,OG0006238,9,1,2,2,2,2,,9
OG0006239,OG0006239,9,0,3,1,5,0,,9
OG0006240,OG0006240,9,1,2,1,3,2,,9
OG0006241,OG0006241,9,1,2,4,2,0,,9
OG0006242,OG0006242,9,1,1,3,3,1,,9
OG0006243,OG0006243,9,1,3,1,2,2,,9
OG0006244,OG0006244,9,0,3,2,3,1,,9
OG0006245,OG0006245,9,1,3,1,2,2,,9
OG0006246,OG0006246,9,1,2,2,2,2,,9
OG0006247,OG0006247,9,0,2,2,3,2,,9
OG0006248,OG0006248,9,1,1,2,3,2,,9
OG0006249,OG0006249,9,0,1,3,3,2,,9
OG0006250,OG0006250,9,1,0,1,4,3,,9
OG0006251,OG0006251,9,1,1,2,4,1,,9
OG0006252,OG0006252,9,0,1,1,6,1,,9
OG0006253,OG0006253,9,1,3,1,3,1,,9
OG0006254,OG0006254,9,1,2,2,3,1,,9
OG0006255,OG0006255,9,1,1,2,5,0,,9
OG0006256,OG0006256,9,1,1,1,6,0,,9
OG0006257,OG0006257,9,0,2,2,3,2,,9
OG0006258,OG0006258,9,2,1,1,3,2,,9
OG0006259,OG0006259,9,3,3,1,1,1,,9
OG0006260,OG0006260,9,1,1,1,3,3,,9
OG0006261,OG0006261,9,1,0,3,4,1,,9
OG0006262,OG0006262,9,1,2,1,3,2,,9
OG0006263,OG0006263,9,1,1,1,5,1,,9
OG0006264,OG0006264,9,2,1,0,1,5,,9
OG0006265,OG0006265,9,0,1,1,5,2,,9
OG0006266,OG0006266,9,1,1,1,4,2,,9
OG0006267,OG0006267,9,1,1,2,3,2,,9
OG0006268,OG0006268,9,2,2,1,3,1,,9
OG0006269,OG0006269,9,1,4,1,2,1,,9
OG0006270,OG0006270,9,1,2,1,2,3,,9
OG0006271,OG0006271,9,0,0,1,2,6,,9
OG0006272,OG0006272,9,1,1,1,5,1,,9
OG0006273,OG0006273,9,1,1,1,5,1,,9
OG0006274,OG0006274,9,3,1,1,3,1,,9
OG0006275,OG0006275,9,1,2,1,3,2,,9
OG0006276,OG0006276,9,0,6,1,2,0,,9
OG0006277,OG0006277,9,4,1,1,2,1,,9
OG0006278,OG0006278,9,1,2,1,3,2,,9
OG0006279,OG0006279,9,1,2,2,3,1,,9
OG0006280,OG0006280,9,3,1,1,3,1,,9
OG0006281,OG0006281,9,1,1,1,3,3,,9
OG0006282,OG0006282,9,0,2,2,3,2,,9
OG0006283,OG0006283,9,1,1,1,3,3,,9
OG0006284,OG0006284,9,0,1,4,3,1,,9
OG0006285,OG0006285,9,0,3,2,2,2,,9
OG0006286,OG0006286,9,1,2,1,3,2,,9
OG0006287,OG0006287,9,0,1,2,4,2,,9
OG0006288,OG0006288,9,1,2,1,2,3,,9
OG0006289,OG0006289,9,2,1,1,3,2,,9
OG0006290,OG0006290,9,1,2,2,3,1,,9
OG0006291,OG0006291,9,0,2,2,4,1,,9
OG0006292,OG0006292,9,1,2,1,4,1,,9
OG0006293,OG0006293,9,1,2,2,3,1,,9
OG0006294,OG0006294,9,0,1,1,6,1,,9
OG0006295,OG0006295,9,4,0,1,2,2,,9
OG0006296,OG0006296,9,1,2,2,2,2,,9
OG0006297,OG0006297,9,1,2,2,3,1,,9
OG0006298,OG0006298,9,3,1,1,2,2,,9
OG0006299,OG0006299,9,0,1,2,3,3,,9
OG0006300,OG0006300,9,1,1,3,3,1,,9
OG0006301,OG0006301,9,1,4,1,2,1,,9
OG0006302,OG0006302,9,2,2,1,2,2,,9
OG0006303,OG0006303,9,1,2,2,2,2,,9
OG0006304,OG0006304,9,1,1,1,4,2,,9
OG0006305,OG0006305,9,1,1,2,4,1,,9
OG0006306,OG0006306,9,0,4,1,3,1,,9
OG0006307,OG0006307,9,0,3,4,2,0,,9
OG0006308,OG0006308,9,2,2,2,1,2,,9
