,Groupe,Nombre de gènes (nbG),nbG Lupinus A.,nbG Medicago T.,nbG Phaseolus V.,nbG Glycine M.,Lotus J.,,somme(D:H)
OG0007867,OG0007867,8,2,1,2,1,2,,8
OG0007868,OG0007868,8,0,3,1,2,2,,8
OG0007869,OG0007869,8,0,1,4,2,1,,8
OG0007870,OG0007870,8,0,1,1,5,1,,8
OG0007871,OG0007871,8,0,2,1,4,1,,8
OG0007872,OG0007872,8,0,4,1,2,1,,8
OG0007873,OG0007873,8,1,2,1,3,1,,8
OG0007874,OG0007874,8,0,2,2,4,0,,8
OG0007875,OG0007875,8,2,1,1,3,1,,8
OG0007876,OG0007876,8,0,2,2,3,1,,8
OG0007877,OG0007877,8,2,1,1,2,2,,8
OG0007878,OG0007878,8,1,2,1,2,2,,8
OG0007879,OG0007879,8,1,2,1,3,1,,8
OG0007880,OG0007880,8,0,2,2,3,1,,8
OG0007881,OG0007881,8,0,2,2,3,1,,8
OG0007882,OG0007882,8,0,3,1,3,1,,8
OG0007883,OG0007883,8,1,2,1,2,2,,8
OG0007884,OG0007884,8,0,1,2,2,3,,8
OG0007885,OG0007885,8,0,1,2,4,1,,8
OG0007886,OG0007886,8,1,1,1,3,2,,8
OG0007887,OG0007887,8,0,1,1,5,1,,8
OG0007888,OG0007888,8,0,1,2,1,4,,8
OG0007889,OG0007889,8,1,1,1,2,3,,8
OG0007890,OG0007890,8,1,1,1,2,3,,8
OG0007891,OG0007891,8,1,1,1,4,1,,8
OG0007892,OG0007892,8,0,1,1,5,1,,8
OG0007893,OG0007893,8,0,1,1,3,3,,8
OG0007894,OG0007894,8,0,3,2,2,1,,8
OG0007895,OG0007895,8,0,0,1,5,2,,8
OG0007896,OG0007896,8,0,2,2,3,1,,8
OG0007897,OG0007897,8,1,1,1,4,1,,8
OG0007898,OG0007898,8,1,2,1,2,2,,8
OG0007899,OG0007899,8,2,2,1,2,1,,8
OG0007900,OG0007900,8,0,2,2,2,2,,8
OG0007901,OG0007901,8,0,1,2,4,1,,8
OG0007902,OG0007902,8,2,1,1,1,3,,8
OG0007903,OG0007903,8,2,1,2,2,1,,8
OG0007904,OG0007904,8,1,1,1,2,3,,8
OG0007905,OG0007905,8,0,2,2,2,2,,8
OG0007906,OG0007906,8,2,1,1,2,2,,8
OG0007907,OG0007907,8,0,0,2,2,4,,8
OG0007908,OG0007908,8,0,2,1,2,3,,8
OG0007909,OG0007909,8,2,1,1,2,2,,8
OG0007910,OG0007910,8,1,1,1,4,1,,8
OG0007911,OG0007911,8,1,2,1,2,2,,8
OG0007912,OG0007912,8,0,2,2,3,1,,8
OG0007913,OG0007913,8,2,1,1,3,1,,8
OG0007914,OG0007914,8,2,1,1,3,1,,8
OG0007915,OG0007915,8,1,1,2,3,1,,8
OG0007916,OG0007916,8,0,1,1,4,2,,8
OG0007917,OG0007917,8,0,2,2,2,2,,8
OG0007918,OG0007918,8,1,2,1,3,1,,8
OG0007919,OG0007919,8,0,2,1,3,2,,8
OG0007920,OG0007920,8,1,2,1,3,1,,8
OG0007921,OG0007921,8,0,1,1,3,3,,8
OG0007922,OG0007922,8,1,2,2,2,1,,8
OG0007923,OG0007923,8,0,0,1,5,2,,8
OG0007924,OG0007924,8,1,2,2,2,1,,8
OG0007925,OG0007925,8,1,2,2,2,1,,8
OG0007926,OG0007926,8,0,3,0,3,2,,8
OG0007927,OG0007927,8,0,0,1,3,4,,8
OG0007928,OG0007928,8,0,1,1,4,2,,8
OG0007929,OG0007929,8,0,2,2,3,1,,8
OG0007930,OG0007930,8,1,3,1,2,1,,8
OG0007931,OG0007931,8,1,2,1,2,2,,8
OG0007932,OG0007932,8,1,1,3,3,0,,8
OG0007933,OG0007933,8,0,1,2,2,3,,8
OG0007934,OG0007934,8,1,1,3,2,1,,8
OG0007935,OG0007935,8,0,2,1,2,3,,8
OG0007936,OG0007936,8,0,1,2,3,2,,8
OG0007937,OG0007937,8,2,1,1,3,1,,8
OG0007938,OG0007938,8,0,2,1,3,2,,8
OG0007939,OG0007939,8,0,2,3,1,2,,8
OG0007940,OG0007940,8,0,5,1,1,1,,8
OG0007941,OG0007941,8,1,1,1,2,3,,8
OG0007942,OG0007942,8,1,2,1,2,2,,8
OG0007943,OG0007943,8,0,1,3,3,1,,8
OG0007944,OG0007944,8,0,2,2,4,0,,8
OG0007945,OG0007945,8,0,3,2,1,2,,8
OG0007946,OG0007946,8,0,5,0,3,0,,8
OG0007947,OG0007947,8,0,1,1,3,3,,8
OG0007948,OG0007948,8,0,1,2,3,2,,8
OG0007949,OG0007949,8,1,3,1,2,1,,8
OG0007950,OG0007950,8,0,3,2,2,1,,8
OG0007951,OG0007951,8,0,1,2,3,2,,8
OG0007952,OG0007952,8,0,4,1,2,1,,8
OG0007953,OG0007953,8,0,1,3,2,2,,8
OG0007954,OG0007954,8,1,1,1,3,2,,8
OG0007955,OG0007955,8,1,4,1,1,1,,8
OG0007956,OG0007956,8,0,1,1,4,2,,8
OG0007957,OG0007957,8,0,2,2,2,2,,8
OG0007958,OG0007958,8,0,4,2,1,1,,8
OG0007959,OG0007959,8,0,1,1,4,2,,8
OG0007960,OG0007960,8,0,2,1,5,0,,8
OG0007961,OG0007961,8,1,1,1,4,1,,8
OG0007962,OG0007962,8,0,1,1,5,1,,8
OG0007963,OG0007963,8,1,1,1,4,1,,8
OG0007964,OG0007964,8,0,1,2,3,2,,8
OG0007965,OG0007965,8,0,1,3,2,2,,8
OG0007966,OG0007966,8,2,2,1,2,1,,8
OG0007967,OG0007967,8,0,0,0,7,1,,8
OG0007968,OG0007968,8,0,1,1,5,1,,8
OG0007969,OG0007969,8,0,1,3,2,2,,8
OG0007970,OG0007970,8,2,1,1,2,2,,8
OG0007971,OG0007971,8,1,2,1,2,2,,8
OG0007972,OG0007972,8,0,3,1,2,2,,8
OG0007973,OG0007973,8,0,2,1,4,1,,8
OG0007974,OG0007974,8,2,1,1,3,1,,8
OG0007975,OG0007975,8,2,1,1,2,2,,8
OG0007976,OG0007976,8,0,2,1,3,2,,8
OG0007977,OG0007977,8,0,2,1,4,1,,8
OG0007978,OG0007978,8,2,2,1,2,1,,8
OG0007979,OG0007979,8,0,2,3,2,1,,8
OG0007980,OG0007980,8,0,1,1,5,1,,8
OG0007981,OG0007981,8,0,1,2,3,2,,8
OG0007982,OG0007982,8,0,3,1,3,1,,8
OG0007983,OG0007983,8,0,1,4,2,1,,8
OG0007984,OG0007984,8,1,1,2,3,1,,8
OG0007985,OG0007985,8,0,3,2,2,1,,8
OG0007986,OG0007986,8,1,2,2,3,0,,8
OG0007987,OG0007987,8,0,2,1,4,1,,8
OG0007988,OG0007988,8,0,2,2,3,1,,8
OG0007989,OG0007989,8,0,1,1,5,1,,8
OG0007990,OG0007990,8,0,1,1,3,3,,8
OG0007991,OG0007991,8,1,1,2,3,1,,8
OG0007992,OG0007992,8,2,2,1,1,2,,8
OG0007993,OG0007993,8,0,1,2,2,3,,8
OG0007994,OG0007994,8,0,1,1,4,2,,8
OG0007995,OG0007995,8,0,3,1,3,1,,8
OG0007996,OG0007996,8,1,2,1,1,3,,8
OG0007997,OG0007997,8,0,2,2,4,0,,8
OG0007998,OG0007998,8,2,1,1,2,2,,8
OG0007999,OG0007999,8,2,1,1,2,2,,8
OG0008000,OG0008000,8,1,1,2,2,2,,8
OG0008001,OG0008001,8,0,2,2,2,2,,8
OG0008002,OG0008002,8,0,2,3,2,1,,8
OG0008003,OG0008003,8,0,1,2,3,2,,8
OG0008004,OG0008004,8,0,3,1,3,1,,8
OG0008005,OG0008005,8,0,1,2,3,2,,8
OG0008006,OG0008006,8,0,3,1,2,2,,8
OG0008007,OG0008007,8,1,2,1,3,1,,8
OG0008008,OG0008008,8,1,2,1,2,2,,8
OG0008009,OG0008009,8,1,0,3,3,1,,8
OG0008010,OG0008010,8,2,1,2,2,1,,8
OG0008011,OG0008011,8,0,1,2,2,3,,8
OG0008012,OG0008012,8,0,2,1,4,1,,8
OG0008013,OG0008013,8,2,1,1,2,2,,8
OG0008014,OG0008014,8,0,3,1,3,1,,8
OG0008015,OG0008015,8,0,1,2,2,3,,8
OG0008016,OG0008016,8,1,1,1,3,2,,8
OG0008017,OG0008017,8,1,1,2,3,1,,8
OG0008018,OG0008018,8,1,1,2,3,1,,8
OG0008019,OG0008019,8,3,1,1,1,2,,8
OG0008020,OG0008020,8,1,1,2,3,1,,8
OG0008021,OG0008021,8,2,2,1,2,1,,8
OG0008022,OG0008022,8,2,2,1,2,1,,8
OG0008023,OG0008023,8,0,2,1,1,4,,8
OG0008024,OG0008024,8,1,2,1,3,1,,8
OG0008025,OG0008025,8,0,1,2,4,1,,8
OG0008026,OG0008026,8,2,2,1,2,1,,8
OG0008027,OG0008027,8,2,1,1,2,2,,8
OG0008028,OG0008028,8,0,2,1,3,2,,8
OG0008029,OG0008029,8,0,2,2,2,2,,8
OG0008030,OG0008030,8,0,2,3,2,1,,8
OG0008031,OG0008031,8,1,1,2,3,1,,8
OG0008032,OG0008032,8,0,1,3,3,1,,8
OG0008033,OG0008033,8,0,2,2,3,1,,8
OG0008034,OG0008034,8,0,1,4,2,1,,8
OG0008035,OG0008035,8,0,2,1,3,2,,8
OG0008036,OG0008036,8,1,2,1,2,2,,8
OG0008037,OG0008037,8,2,1,1,3,1,,8
OG0008038,OG0008038,8,0,1,1,4,2,,8
OG0008039,OG0008039,8,1,2,2,2,1,,8
OG0008040,OG0008040,8,1,3,1,2,1,,8
OG0008041,OG0008041,8,0,1,2,4,1,,8
OG0008042,OG0008042,8,0,4,1,1,2,,8
OG0008043,OG0008043,8,0,1,1,5,1,,8
OG0008044,OG0008044,8,1,1,3,1,2,,8
OG0008045,OG0008045,8,0,2,1,3,2,,8
OG0008046,OG0008046,8,0,2,4,2,0,,8
OG0008047,OG0008047,8,0,2,2,3,1,,8
OG0008048,OG0008048,8,0,2,1,4,1,,8
OG0008049,OG0008049,8,1,2,2,2,1,,8
OG0008050,OG0008050,8,1,1,2,2,2,,8
OG0008051,OG0008051,8,1,3,1,2,1,,8
OG0008052,OG0008052,8,1,1,1,5,0,,8
OG0008053,OG0008053,8,0,1,2,3,2,,8
OG0008054,OG0008054,8,1,3,1,2,1,,8
OG0008055,OG0008055,8,2,2,1,2,1,,8
OG0008056,OG0008056,8,1,1,1,4,1,,8
OG0008057,OG0008057,8,0,2,2,3,1,,8
OG0008058,OG0008058,8,0,3,2,2,1,,8
OG0008059,OG0008059,8,0,1,2,4,1,,8
OG0008060,OG0008060,8,0,4,1,2,1,,8
OG0008061,OG0008061,8,1,1,1,4,1,,8
OG0008062,OG0008062,8,0,1,1,4,2,,8
OG0008063,OG0008063,8,0,3,1,2,2,,8
OG0008064,OG0008064,8,0,2,1,3,2,,8
OG0008065,OG0008065,8,1,2,1,3,1,,8
OG0008066,OG0008066,8,0,1,2,4,1,,8
OG0008067,OG0008067,8,1,2,1,3,1,,8
OG0008068,OG0008068,8,0,2,1,3,2,,8
OG0008069,OG0008069,8,1,1,2,2,2,,8
OG0008070,OG0008070,8,0,3,0,1,4,,8
OG0008071,OG0008071,8,0,1,1,3,3,,8
OG0008072,OG0008072,8,0,2,2,3,1,,8
OG0008073,OG0008073,8,0,1,1,4,2,,8
OG0008074,OG0008074,8,0,1,2,3,2,,8
OG0008075,OG0008075,8,0,1,2,4,1,,8
OG0008076,OG0008076,8,0,0,0,8,0,,8
OG0008077,OG0008077,8,0,1,2,3,2,,8
OG0008078,OG0008078,8,2,1,2,2,1,,8
OG0008079,OG0008079,8,0,3,1,3,1,,8
OG0008080,OG0008080,8,0,3,2,2,1,,8
OG0008081,OG0008081,8,0,3,1,2,2,,8
OG0008082,OG0008082,8,0,4,1,3,0,,8
OG0008083,OG0008083,8,2,2,2,1,1,,8
OG0008084,OG0008084,8,0,3,1,1,3,,8
OG0008085,OG0008085,8,1,2,2,2,1,,8
OG0008086,OG0008086,8,1,2,1,2,2,,8
OG0008087,OG0008087,8,0,2,2,2,2,,8
OG0008088,OG0008088,8,0,2,1,2,3,,8
OG0008089,OG0008089,8,1,1,1,3,2,,8
OG0008090,OG0008090,8,0,2,2,3,1,,8
OG0008091,OG0008091,8,1,1,1,4,1,,8
OG0008092,OG0008092,8,0,2,2,2,2,,8
OG0008093,OG0008093,8,2,2,1,2,1,,8
OG0008094,OG0008094,8,1,1,1,2,3,,8
OG0008095,OG0008095,8,1,2,2,2,1,,8
OG0008096,OG0008096,8,0,2,1,2,3,,8
OG0008097,OG0008097,8,0,1,2,3,2,,8
OG0008098,OG0008098,8,3,1,1,2,1,,8
OG0008099,OG0008099,8,0,7,0,1,0,,8
OG0008100,OG0008100,8,0,1,3,3,1,,8
OG0008101,OG0008101,8,0,2,2,2,2,,8
OG0008102,OG0008102,8,0,1,3,3,1,,8
OG0008103,OG0008103,8,1,2,2,2,1,,8
OG0008104,OG0008104,8,1,1,1,4,1,,8
OG0008105,OG0008105,8,1,2,1,3,1,,8
OG0008106,OG0008106,8,0,2,1,5,0,,8
OG0008107,OG0008107,8,2,1,1,3,1,,8
OG0008108,OG0008108,8,0,3,2,2,1,,8
OG0008109,OG0008109,8,0,1,3,3,1,,8
OG0008110,OG0008110,8,0,1,1,3,3,,8
OG0008111,OG0008111,8,0,3,1,4,0,,8
OG0008112,OG0008112,8,1,1,1,3,2,,8
OG0008113,OG0008113,8,1,4,1,1,1,,8
OG0008114,OG0008114,8,2,1,1,3,1,,8
OG0008115,OG0008115,8,1,2,1,2,2,,8
OG0008116,OG0008116,8,0,2,2,3,1,,8
OG0008117,OG0008117,8,1,1,2,3,1,,8
OG0008118,OG0008118,8,1,1,1,2,3,,8
OG0008119,OG0008119,8,1,1,1,2,3,,8
OG0008120,OG0008120,8,2,2,1,2,1,,8
OG0008121,OG0008121,8,0,1,1,4,2,,8
OG0008122,OG0008122,8,0,3,1,3,1,,8
OG0008123,OG0008123,8,3,1,1,2,1,,8
OG0008124,OG0008124,8,1,1,1,3,2,,8
OG0008125,OG0008125,8,1,1,1,3,2,,8
OG0008126,OG0008126,8,0,2,1,4,1,,8
OG0008127,OG0008127,8,1,3,1,2,1,,8
OG0008128,OG0008128,8,1,0,1,5,1,,8
OG0008129,OG0008129,8,0,1,1,5,1,,8
OG0008130,OG0008130,8,1,2,2,2,1,,8
OG0008131,OG0008131,8,0,2,2,3,1,,8
OG0008132,OG0008132,8,0,1,2,2,3,,8
OG0008133,OG0008133,8,1,0,1,4,2,,8
OG0008134,OG0008134,8,0,1,1,3,3,,8
OG0008135,OG0008135,8,1,3,1,2,1,,8
OG0008136,OG0008136,8,1,1,1,4,1,,8
OG0008137,OG0008137,8,1,3,1,2,1,,8
OG0008138,OG0008138,8,1,1,1,3,2,,8
OG0008139,OG0008139,8,1,1,2,3,1,,8
OG0008140,OG0008140,8,1,2,1,3,1,,8
OG0008141,OG0008141,8,1,0,2,5,0,,8
OG0008142,OG0008142,8,2,1,2,2,1,,8
OG0008143,OG0008143,8,2,2,1,2,1,,8
OG0008144,OG0008144,8,0,2,1,3,2,,8
OG0008145,OG0008145,8,1,3,2,1,1,,8
OG0008146,OG0008146,8,0,1,1,5,1,,8
OG0008147,OG0008147,8,1,1,1,3,2,,8
OG0008148,OG0008148,8,0,1,3,2,2,,8
OG0008149,OG0008149,8,2,1,1,2,2,,8
OG0008150,OG0008150,8,1,1,1,4,1,,8
OG0008151,OG0008151,8,1,3,1,2,1,,8
OG0008152,OG0008152,8,1,1,3,1,2,,8
OG0008153,OG0008153,8,1,1,2,4,0,,8
OG0008154,OG0008154,8,0,2,2,4,0,,8
OG0008155,OG0008155,8,0,1,1,5,1,,8
OG0008156,OG0008156,8,0,3,1,2,2,,8
OG0008157,OG0008157,8,0,2,2,3,1,,8
OG0008158,OG0008158,8,0,1,2,4,1,,8
OG0008159,OG0008159,8,1,2,1,3,1,,8
OG0008160,OG0008160,8,0,3,2,2,1,,8
OG0008161,OG0008161,8,1,1,1,2,3,,8
OG0008162,OG0008162,8,0,4,1,3,0,,8
OG0008163,OG0008163,8,1,3,1,2,1,,8
OG0008164,OG0008164,8,1,1,2,3,1,,8
OG0008165,OG0008165,8,1,1,2,3,1,,8
OG0008166,OG0008166,8,1,3,1,2,1,,8
OG0008167,OG0008167,8,1,1,1,2,3,,8
OG0008168,OG0008168,8,1,2,2,2,1,,8
OG0008169,OG0008169,8,1,2,2,2,1,,8
OG0008170,OG0008170,8,0,1,1,4,2,,8
OG0008171,OG0008171,8,1,2,1,3,1,,8
OG0008172,OG0008172,8,1,1,1,4,1,,8
OG0008173,OG0008173,8,1,3,1,2,1,,8
OG0008174,OG0008174,8,1,1,3,2,1,,8
OG0008175,OG0008175,8,1,3,1,1,2,,8
OG0008176,OG0008176,8,2,1,1,3,1,,8
OG0008177,OG0008177,8,1,1,1,3,2,,8
OG0008178,OG0008178,8,1,2,1,2,2,,8
OG0008179,OG0008179,8,1,1,2,2,2,,8
OG0008180,OG0008180,8,1,1,2,3,1,,8
OG0008181,OG0008181,8,1,2,2,2,1,,8
OG0008182,OG0008182,8,2,1,1,3,1,,8
OG0008183,OG0008183,8,2,1,1,3,1,,8
OG0008184,OG0008184,8,0,1,3,2,2,,8
OG0008185,OG0008185,8,0,2,3,2,1,,8
OG0008186,OG0008186,8,0,1,2,5,0,,8
OG0008187,OG0008187,8,1,1,1,2,3,,8
OG0008188,OG0008188,8,0,1,1,5,1,,8
OG0008189,OG0008189,8,2,1,2,3,0,,8
OG0008190,OG0008190,8,0,1,2,4,1,,8
OG0008191,OG0008191,8,1,1,1,2,3,,8
OG0008192,OG0008192,8,1,2,1,3,1,,8
OG0008193,OG0008193,8,1,2,1,2,2,,8
OG0008194,OG0008194,8,1,1,2,2,2,,8
OG0008195,OG0008195,8,0,2,1,3,2,,8
OG0008196,OG0008196,8,0,5,0,2,1,,8
OG0008197,OG0008197,8,1,2,1,3,1,,8
OG0008198,OG0008198,8,0,1,3,3,1,,8
OG0008199,OG0008199,8,1,1,1,4,1,,8
OG0008200,OG0008200,8,0,2,2,3,1,,8
OG0008201,OG0008201,8,1,1,2,4,0,,8
OG0008202,OG0008202,8,1,1,2,2,2,,8
OG0008203,OG0008203,8,1,2,1,2,2,,8
OG0008204,OG0008204,8,1,2,1,3,1,,8
OG0008205,OG0008205,8,0,2,1,3,2,,8
OG0008206,OG0008206,8,1,3,1,2,1,,8
OG0008207,OG0008207,8,0,1,1,4,2,,8
OG0008208,OG0008208,8,1,2,1,2,2,,8
OG0008209,OG0008209,8,1,1,1,3,2,,8
OG0008210,OG0008210,8,0,2,1,3,2,,8
OG0008211,OG0008211,8,2,1,1,3,1,,8
OG0008212,OG0008212,8,1,2,1,3,1,,8
OG0008213,OG0008213,8,0,1,2,2,3,,8
OG0008214,OG0008214,8,0,2,1,3,2,,8
OG0008215,OG0008215,8,0,1,2,2,3,,8
OG0008216,OG0008216,8,0,1,2,2,3,,8
OG0008217,OG0008217,8,0,4,1,2,1,,8
OG0008218,OG0008218,8,1,1,2,2,2,,8
OG0008219,OG0008219,8,1,1,1,4,1,,8
OG0008220,OG0008220,8,0,1,3,3,1,,8
OG0008221,OG0008221,8,0,3,0,3,2,,8
OG0008222,OG0008222,8,0,2,1,3,2,,8
OG0008223,OG0008223,8,1,2,2,2,1,,8
OG0008224,OG0008224,8,1,1,1,3,2,,8
OG0008225,OG0008225,8,1,1,2,3,1,,8
OG0008226,OG0008226,8,0,2,2,3,1,,8
OG0008227,OG0008227,8,1,1,2,2,2,,8
OG0008228,OG0008228,8,2,2,1,2,1,,8
OG0008229,OG0008229,8,2,1,2,2,1,,8
OG0008230,OG0008230,8,1,2,1,2,2,,8
OG0008231,OG0008231,8,1,2,1,3,1,,8
OG0008232,OG0008232,8,1,2,2,2,1,,8
OG0008233,OG0008233,8,0,2,2,3,1,,8
OG0008234,OG0008234,8,0,5,1,1,1,,8
OG0008235,OG0008235,8,1,1,1,5,0,,8
OG0008236,OG0008236,8,1,2,1,3,1,,8
OG0008237,OG0008237,8,1,3,1,2,1,,8
OG0008238,OG0008238,8,0,2,1,3,2,,8
OG0008239,OG0008239,8,1,1,1,4,1,,8
OG0008240,OG0008240,8,0,2,2,3,1,,8
OG0008241,OG0008241,8,0,2,2,3,1,,8
OG0008242,OG0008242,8,0,3,1,3,1,,8
OG0008243,OG0008243,8,0,2,1,4,1,,8
OG0008244,OG0008244,8,0,2,2,3,1,,8
OG0008245,OG0008245,8,1,1,1,3,2,,8
OG0008246,OG0008246,8,0,4,1,2,1,,8
OG0008247,OG0008247,8,0,2,2,2,2,,8
OG0008248,OG0008248,8,0,1,2,4,1,,8
OG0008249,OG0008249,8,1,1,1,3,2,,8
OG0008250,OG0008250,8,0,2,1,3,2,,8
OG0008251,OG0008251,8,2,1,2,2,1,,8
OG0008252,OG0008252,8,0,2,1,3,2,,8
OG0008253,OG0008253,8,1,1,2,2,2,,8
OG0008254,OG0008254,8,0,2,2,2,2,,8
OG0008255,OG0008255,8,1,3,1,3,0,,8
OG0008256,OG0008256,8,0,1,1,5,1,,8
OG0008257,OG0008257,8,2,1,1,2,2,,8
OG0008258,OG0008258,8,0,0,2,5,1,,8
OG0008259,OG0008259,8,0,2,0,2,4,,8
OG0008260,OG0008260,8,1,1,1,2,3,,8
OG0008261,OG0008261,8,1,2,2,2,1,,8
OG0008262,OG0008262,8,3,1,2,1,1,,8
OG0008263,OG0008263,8,1,1,3,2,1,,8
OG0008264,OG0008264,8,0,2,1,2,3,,8
OG0008265,OG0008265,8,1,3,1,2,1,,8
OG0008266,OG0008266,8,2,1,1,2,2,,8
OG0008267,OG0008267,8,0,3,2,2,1,,8
OG0008268,OG0008268,8,2,1,1,2,2,,8
OG0008269,OG0008269,8,1,4,1,1,1,,8
OG0008270,OG0008270,8,2,1,1,2,2,,8
OG0008271,OG0008271,8,0,6,1,1,0,,8
OG0008272,OG0008272,8,1,2,2,2,1,,8
OG0008273,OG0008273,8,1,2,1,2,2,,8
OG0008274,OG0008274,8,1,3,1,2,1,,8
OG0008275,OG0008275,8,0,2,1,2,3,,8
OG0008276,OG0008276,8,1,1,2,3,1,,8
OG0008277,OG0008277,8,0,1,1,5,1,,8
OG0008278,OG0008278,8,1,1,2,2,2,,8
OG0008279,OG0008279,8,0,2,1,4,1,,8
OG0008280,OG0008280,8,1,2,1,4,0,,8
OG0008281,OG0008281,8,1,1,1,4,1,,8
OG0008282,OG0008282,8,1,2,2,2,1,,8
OG0008283,OG0008283,8,0,2,1,4,1,,8
OG0008284,OG0008284,8,1,4,0,1,2,,8
OG0008285,OG0008285,8,2,2,2,2,0,,8
OG0008286,OG0008286,8,0,3,2,1,2,,8
OG0008287,OG0008287,8,1,1,2,3,1,,8
OG0008288,OG0008288,8,0,2,1,4,1,,8
OG0008289,OG0008289,8,1,1,1,4,1,,8
OG0008290,OG0008290,8,0,3,1,2,2,,8
OG0008291,OG0008291,8,3,1,1,2,1,,8
OG0008292,OG0008292,8,0,1,2,4,1,,8
OG0008293,OG0008293,8,1,1,2,2,2,,8
OG0008294,OG0008294,8,0,3,1,2,2,,8
OG0008295,OG0008295,8,1,2,1,2,2,,8
OG0008296,OG0008296,8,1,1,1,4,1,,8
OG0008297,OG0008297,8,1,1,1,2,3,,8
OG0008298,OG0008298,8,3,1,1,2,1,,8
OG0008299,OG0008299,8,0,3,3,1,1,,8
OG0008300,OG0008300,8,2,1,1,3,1,,8
OG0008301,OG0008301,8,0,2,2,2,2,,8
OG0008302,OG0008302,8,2,2,1,2,1,,8
OG0008303,OG0008303,8,1,3,1,2,1,,8
OG0008304,OG0008304,8,1,1,2,3,1,,8
OG0008305,OG0008305,8,2,1,1,2,2,,8
OG0008306,OG0008306,8,1,1,1,2,3,,8
OG0008307,OG0008307,8,1,2,2,2,1,,8
OG0008308,OG0008308,8,0,2,1,3,2,,8
OG0008309,OG0008309,8,1,1,1,2,3,,8
OG0008310,OG0008310,8,0,3,0,4,1,,8
OG0008311,OG0008311,8,1,0,0,7,0,,8
OG0008312,OG0008312,8,1,2,2,1,2,,8
OG0008313,OG0008313,8,0,1,2,4,1,,8
OG0008314,OG0008314,8,0,1,1,5,1,,8
OG0008315,OG0008315,8,0,0,1,3,4,,8
OG0008316,OG0008316,8,0,2,1,5,0,,8
OG0008317,OG0008317,8,2,2,1,2,1,,8
OG0008318,OG0008318,8,1,2,1,3,1,,8
OG0008319,OG0008319,8,0,1,2,4,1,,8
OG0008320,OG0008320,8,1,5,0,2,0,,8
OG0008321,OG0008321,8,0,2,2,2,2,,8
OG0008322,OG0008322,8,0,0,1,7,0,,8
OG0008323,OG0008323,8,1,1,2,3,1,,8
OG0008324,OG0008324,8,1,1,2,3,1,,8
OG0008325,OG0008325,8,0,1,2,2,3,,8
OG0008326,OG0008326,8,0,1,1,5,1,,8
OG0008327,OG0008327,8,0,2,1,4,1,,8
OG0008328,OG0008328,8,1,1,2,3,1,,8
OG0008329,OG0008329,8,0,2,1,4,1,,8
OG0008330,OG0008330,8,1,1,1,2,3,,8
OG0008331,OG0008331,8,0,2,2,3,1,,8
OG0008332,OG0008332,8,1,1,1,3,2,,8
OG0008333,OG0008333,8,0,1,2,3,2,,8
OG0008334,OG0008334,8,2,2,1,2,1,,8
OG0008335,OG0008335,8,0,0,1,3,4,,8
OG0008336,OG0008336,8,0,1,2,4,1,,8
OG0008337,OG0008337,8,2,1,2,2,1,,8
OG0008338,OG0008338,8,0,2,2,1,3,,8
OG0008339,OG0008339,8,0,2,2,3,1,,8
OG0008340,OG0008340,8,2,1,1,1,3,,8
OG0008341,OG0008341,8,1,2,1,2,2,,8
OG0008342,OG0008342,8,1,1,1,2,3,,8
OG0008343,OG0008343,8,0,1,2,3,2,,8
OG0008344,OG0008344,8,2,1,2,2,1,,8
OG0008345,OG0008345,8,0,2,3,1,2,,8
OG0008346,OG0008346,8,1,1,2,2,2,,8
OG0008347,OG0008347,8,0,2,2,2,2,,8
OG0008348,OG0008348,8,1,1,2,3,1,,8
OG0008349,OG0008349,8,0,2,2,4,0,,8
OG0008350,OG0008350,8,1,2,2,1,2,,8
OG0008351,OG0008351,8,0,3,2,2,1,,8
OG0008352,OG0008352,8,0,1,1,1,5,,8
OG0008353,OG0008353,8,1,2,1,2,2,,8
OG0008354,OG0008354,8,1,2,2,2,1,,8
OG0008355,OG0008355,8,0,3,1,3,1,,8
OG0008356,OG0008356,8,1,2,2,2,1,,8
OG0008357,OG0008357,8,2,1,2,2,1,,8
OG0008358,OG0008358,8,0,2,1,4,1,,8
OG0008359,OG0008359,8,0,3,2,2,1,,8
OG0008360,OG0008360,8,0,1,2,2,3,,8
OG0008361,OG0008361,8,1,2,1,2,2,,8
OG0008362,OG0008362,8,1,1,1,3,2,,8
OG0008363,OG0008363,8,0,2,1,2,3,,8
OG0008364,OG0008364,8,1,2,1,2,2,,8
OG0008365,OG0008365,8,1,3,1,2,1,,8
OG0008366,OG0008366,8,2,1,1,2,2,,8
OG0008367,OG0008367,8,2,1,1,3,1,,8
OG0008368,OG0008368,8,0,2,1,4,1,,8
OG0008369,OG0008369,8,0,2,1,4,1,,8
OG0008370,OG0008370,8,1,2,1,2,2,,8
OG0008371,OG0008371,8,0,2,2,3,1,,8
OG0008372,OG0008372,8,1,3,1,2,1,,8
OG0008373,OG0008373,8,0,3,1,1,3,,8
OG0008374,OG0008374,8,0,1,2,4,1,,8
OG0008375,OG0008375,8,0,2,1,4,1,,8
OG0008376,OG0008376,8,2,2,1,2,1,,8
OG0008377,OG0008377,8,0,3,0,4,1,,8
OG0008378,OG0008378,8,0,1,1,4,2,,8
OG0008379,OG0008379,8,2,1,1,3,1,,8
OG0008380,OG0008380,8,0,1,2,3,2,,8
OG0008381,OG0008381,8,0,1,1,3,3,,8
