,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene:PHAVU_010G164500g,"6594,3119962736","4,5304354268","1,7205614346","2,633114596","0,0084605796","0,3818816864"
gene:PHAVU_011G005600g,"589,6512096559","8,6745503372","2,2804975189","3,8037973141","0,0001424948","0,0246900909"
gene:PHAVU_011G012600g,"410,3440778206","7,4096360385","2,1299660945","3,4787577407","0,0005037438","0,0583708415"
gene:PHAVU_011G012800g,"148,7597294727","5,6630268747","2,0078739661","2,8204095329","0,0047962395","0,2551958328"
gene:PHAVU_011G018000g,"816,7389793037","5,8005358559","1,8878726025","3,0725250467","0,0021225602","0,143117281"
gene:PHAVU_011G026300g,"201,5456013661","7,7074000983","2,3127500839","3,3325693736","0,0008604801","0,0806017422"
gene:PHAVU_011G052100g,"2967,5461881092","7,2631084136","2,0112144565","3,6113047966","0,0003046604","0,0429351522"
gene:PHAVU_011G055300g,"139,9850053769","6,1685497462","2,0991808532","2,9385508814","0,0032975053","0,1983956728"
gene:PHAVU_011G057700g,"477,5533836796","7,6296561579","2,1443521826","3,5580238264","0,0003736554","0,0483065441"
gene:PHAVU_011G057800g,"3671,8691268975","5,3672749342","1,8165526513","2,9546487025","0,0031302526","0,1927816594"
gene:PHAVU_011G060400g,"696,0993248636","5,2557752056","1,8311547797","2,8701971367","0,0041021596","0,2345047222"
gene:PHAVU_011G060500g,"84,7587540508","5,4315876707","2,0844094886","2,6058160358","0,0091655675","0,3961644569"
gene:PHAVU_011G061500g,"1576,7158052726","5,4801720439","1,8375164365","2,9823798771","0,0028601686","0,1796852129"
gene:PHAVU_011G072400g,"2891,0220982885","4,5849399763","1,7307569874","2,6490951703","0,0080707601","0,3681738788"
gene:PHAVU_011G072700g,"2736,4650813224","5,2300655339","1,8037092918","2,899616672","0,0037361927","0,2188961129"
gene:PHAVU_011G074100g,"1458,9291122195","6,4240544109","1,9398517487","3,3116213212","0,0009275701","0,0847809091"
gene:PHAVU_011G077900g,"191,9206100546","5,6145630843","1,9647248376","2,8576841788","0,004267449","0,2401284324"
gene:PHAVU_011G100800g,"1761,8493315028","5,2660588178","1,8123248288","2,9056925856","0,0036644127","0,2163109725"
gene:PHAVU_011G101700g,"138,5866306861","10,6165847634","3,0610387672","3,4682947754","0,0005237724","0,0588859053"
gene:PHAVU_011G106200g,"2615,6356911532","6,2436343106","1,9114596297","3,2664222742","0,001089157","0,093512295"
gene:PHAVU_011G119900g,"690,7387217327","5,6556532792","1,8773029389","3,0126481785","0,0025897897","0,1660331142"
gene:PHAVU_011G129000g,"3415,6343313752","6,287078213","1,9130687062","3,2863839091","0,001014826","0,0901984224"
gene:PHAVU_011G129100g,"1428,6698165959","6,3523293243","1,9327785244","3,2866307463","0,0010139369","0,0901984224"
gene:PHAVU_011G132700g,"617,3054934245","9,326907672","2,3963839767","3,8920756283","9,94E-05","0,0192878163"
gene:PHAVU_011G135900g,"29,697135147","8,3942063064","3,1756641403","2,6432915874","0,0082104294",NA
gene:PHAVU_011G139100g,"1595,075363473","6,7310406986","1,9698841056","3,4169729474","0,0006332157","0,065598632"
gene:PHAVU_011G145400g,"293,7078099262","5,2193749001","1,8709834364","2,7896424942","0,0052766271","0,2719751459"
gene:PHAVU_011G148000g,"907,0922330161","7,2902945725","2,0503703355","3,5555989306","0,000377119","0,0483546932"
gene:PHAVU_011G158500g,"156,3007113002","10,7901192289","3,0632389981","3,5224542505","0,0004275708","0,0522538322"
