,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
contig_2599,"123,9916618381","-1,1374110858","0,2443564881","-4,654720218","3,24E-06","2,35E-05"
contig_2602,"12,2509386429","4,8373377834","1,0006470171","4,834209967","1,34E-06","1,03E-05"
contig_2609,"87,5024845924","-1,4064165117","0,2883007091","-4,8782970953","1,07E-06","8,37E-06"
contig_2618,"61,3173397125","-3,8043007888","0,4327165397","-8,7916694636","1,47E-18","4,52E-17"
contig_2665,"148,275695883","1,1510221176","0,2631576179","4,3738886476","1,22E-05","8,06E-05"
contig_2668,"8,1139349736","-2,7116623047","0,893599407","-3,0345390603","0,0024090356","0,0098279064"
contig_2676,"63,8497646302","1,3213135478","0,3016318404","4,3805506279","1,18E-05","7,84E-05"
contig_2682,"107,9920273835","-5,2159803476","0,4528275661","-11,5186899786","1,06E-30","9,09E-29"
contig_2699,"12,5010104421","-2,390329887","0,7103900244","-3,3648134194","0,0007659544","0,0035170095"
contig_2704,"13,7386113193","3,0231652187","0,6703534158","4,509808032","6,49E-06","4,49E-05"
contig_2714,"23,8376550049","2,1894228938","0,4776367825","4,5838657613","4,56E-06","3,23E-05"
contig_2725,"12,415519011","7,3462018159","1,3080458384","5,6161654281","1,95E-08","1,94E-07"
contig_2745,"21,5124091808","-1,8801254234","0,5399981188","-3,4817258765","0,0004981934","0,0023924561"
contig_2754,"99,8500434797","0,9817314808","0,2679479786","3,663888364","0,0002484151","0,0012754561"
contig_2779,"16,86681973","2,2686779998","0,5636447102","4,0250142664","5,70E-05","0,000332731"
contig_2789,"69,4036548245","-1,7386840312","0,3192505378","-5,4461428426","5,15E-08","4,84E-07"
contig_2792,"26,4636497395","1,5604911462","0,4901351343","3,1837977672","0,0014535653","0,0062599547"
contig_2797,"25,9820784335","-2,6629453103","0,6331031626","-4,2061791311","2,60E-05","0,0001615778"
contig_2831,"39,0050083986","1,89030127","0,4332564812","4,3630074841","1,28E-05","8,44E-05"
contig_2832,"128,6844044021","2,2073692986","0,263827016","8,3667295804","5,92E-17","1,54E-15"
contig_2838,"303,7154851216","-3,1003089013","0,2581426179","-12,0100622132","3,15E-33","3,18E-31"
contig_2839,"39,4468206261","1,6912272229","0,3744442317","4,5166331323","6,28E-06","4,36E-05"
contig_2841,"26,0096983832","1,7205455636","0,4675389523","3,6800047469","0,0002332296","0,0012056309"
contig_2858,"59,1753537369","-1,5087188141","0,3322157374","-4,5413827349","5,59E-06","3,91E-05"
contig_2864,"100,7835552012","-1,4535099113","0,2947008214","-4,9321542588","8,13E-07","6,48E-06"
contig_2867,"73,1533600993","0,9843568506","0,3073132711","3,2031055705","0,0013595413","0,0058946843"
contig_2877,"53,4597293301","2,6928166839","0,4741080431","5,6797532186","1,35E-08","1,36E-07"
contig_2888,"26,184887987","-1,744583206","0,4877447578","-3,5768364049","0,0003477777","0,0017302348"
contig_2910,"51,5705967274","3,0008311313","0,3833921948","7,8270532675","4,99E-15","1,06E-13"
contig_2916,"19,515255969","-1,7285874652","0,5514391747","-3,1346838321","0,0017203942","0,00728654"
contig_2934,"113,8872512539","1,0706102889","0,2671869423","4,006970848","6,15E-05","0,0003569627"
contig_2953,"8,7380619529","3,5287781843","0,9056535714","3,8963885261","9,76E-05","0,000544979"
contig_2961,"89,7138076296","1,6070701764","0,2742746101","5,8593472279","4,65E-09","5,01E-08"
contig_2964,"35,9146156789","1,5401236165","0,3808158982","4,0442734239","5,25E-05","0,0003083315"
